recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	ES	Spain	4197	227	5709832	1825001	80522	2035
rd2	Last 2 days	2019-05-14	2019-05-15	ES	Spain	4373	251	13387916	4274607	176972	4758
rd3	Last 3 days	2019-05-13	2019-05-15	ES	Spain	4623	268	20667556	6713858	263215	7718
rd4	Last 4 days	2019-05-12	2019-05-15	ES	Spain	4717	287	25700362	8472242	312141	10076
rd5	Last 5 days	2019-05-11	2019-05-15	ES	Spain	4796	302	30371751	10111977	356265	12191
rd6	Last 6 days	2019-05-10	2019-05-15	ES	Spain	4882	326	35350743	11884181	401225	14826
rw1	Last week	2019-05-09	2019-05-15	ES	Spain	5063	337	39940618	13548851	453599	17773
rw2	Last 2 weeks	2019-05-02	2019-05-15	ES	Spain	6039	443	65732684	23592018	665000	35884
rw3	Last 3 weeks	2019-04-25	2019-05-15	ES	Spain	12596	639	216528426	82748265	1829827	215980
rw4	Last 4 weeks	2019-04-18	2019-05-15	ES	Spain	17465	800	391326057	149920912	3069349	394091
rm1	Last month	2019-04-16	2019-05-15	ES	Spain	19396	838	432030988	162475263	3316067	413561
rm2	Last 2 months	2019-03-17	2019-05-15	ES	Spain	23047	1716	533967388	203034715	3892415	500579
rm3	Last 3 months	2019-02-15	2019-05-15	ES	Spain	24238	1977	556487451	211819658	4013895	511930
rm6	Last 6 months	2019-01-01	2019-05-15	ES	Spain	24836	2049	567462000	215973777	4080979	522997
