country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	w019	Week 19	2019-05-06	2019-05-12	3776	576	40319791	14115555	563350	68360
UK	United Kingdom	w018	Week 18	2019-04-29	2019-05-05	7163	1435	60071812	20047817	927195	115697
UK	United Kingdom	w017	Week 17	2019-04-22	2019-04-28	5703	1236	43535526	14552249	603297	74452
UK	United Kingdom	w016	Week 16	2019-04-15	2019-04-21	4349	1159	25482098	8046772	371296	34714
UK	United Kingdom	w015	Week 15	2019-04-08	2019-04-14	4653	1261	41158513	14518533	500726	70982
UK	United Kingdom	w014	Week 14	2019-04-01	2019-04-07	4222	1140	35256698	11719318	454197	62224
UK	United Kingdom	w013	Week 13	2019-03-25	2019-03-31	5290	1167	35311271	11219678	532908	62671
UK	United Kingdom	w012	Week 12	2019-03-18	2019-03-24	5555	1044	49880807	17051077	688459	88213
UK	United Kingdom	w011	Week 11	2019-03-11	2019-03-17	4059	884	38154850	12699456	428900	44370
UK	United Kingdom	w010	Week 10	2019-03-04	2019-03-10	3194	827	26725117	9082507	292334	38402
UK	United Kingdom	w009	Week 9	2019-02-25	2019-03-03	2859	765	27018614	8795958	310236	45043
UK	United Kingdom	w008	Week 8	2019-02-18	2019-02-24	3389	677	41647571	14812315	479382	66841
UK	United Kingdom	w007	Week 7	2019-02-11	2019-02-17	2140	622	20815799	7031649	208124	25243
UK	United Kingdom	w006	Week 6	2019-02-04	2019-02-10	2076	578	26205680	10112186	260939	33346
UK	United Kingdom	w005	Week 5	2019-01-28	2019-02-03	2466	537	36613514	12478434	345829	51749
UK	United Kingdom	w004	Week 4	2019-01-21	2019-01-27	2347	513	24565314	8435107	292529	42606
UK	United Kingdom	w003	Week 3	2019-01-14	2019-01-20	2292	507	28310909	9563807	302955	43635
UK	United Kingdom	w002	Week 2	2019-01-07	2019-01-13	1560	428	23223491	7374002	211503	33861
UK	United Kingdom	w001	Week 1	2019-01-01	2019-01-06	2315	327	49482598	16388216	504855	78643
