advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Respeto LGTB		2315084548728652	Facebook	w004	Week 4	ES	Spain	27	1	881953	302992	3472	199
Stop Cambio Climático		124967441456981	Facebook	w004	Week 4	ES	Spain	4	1	293609	120944	465	77
Mundo Sin Fronteras		764047283950662	Facebook	w004	Week 4	ES	Spain	33	1	192961	40998	3266	0
RefugiadosSOS		550220551831041	Facebook	w004	Week 4	ES	Spain	69	1	126930	19999	6831	0
UNRWA España		105664031745	Facebook	w004	Week 4	ES	Spain	20	1	68980	15000	1980	0
Socios Cruz Roja		306840072990831	Facebook	w004	Week 4	ES	Spain	16	1	52187	13521	517	97
Cafés Baqué		334754253232371	Facebook	w004	Week 4	ES	Spain	1	1	27450	13725	137	68
Partido por la Igualdad Real		1981091215462211	Facebook	w004	Week 4	ES	Spain	1	1	22726	4545	45	0
Mamen Sánchez		876437225721525	Facebook	w004	Week 4	ES	Spain	6	1	16458	7179	108	18
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w004	Week 4	ES	Spain	3	1	10532	4473	44	7
España Latina y Ciudadana		702537166788950	Facebook	w004	Week 4	ES	Spain	6	1	7498	1500	19	0
Aldeas Infantiles SOS de España		213086312044776	Facebook	w004	Week 4	ES	Spain	1	1	4999	1000	99	0
PSOE Montellano		1466280643664759	Facebook	w004	Week 4	ES	Spain	2	1	4998	800	178	0
Fortabsolve		295656401341087	Facebook	w004	Week 4	ES	Spain	1	1	3999	800	79	0
TENCEL		164249401288	Facebook	w004	Week 4	ES	Spain	1	1	3822	1529	3	0
FT Transact		643057169228509	Facebook	w004	Week 4	ES	Spain	1	1	2354	1177	13	2
Le Monde		14892757589	Facebook	w004	Week 4	ES	Spain	8	1	1886	743	3	0
Entreculturas		45817335745	Facebook	w004	Week 4	ES	Spain	1	1	999	0	99	0
Soviet Visuals		1160495674016675	Facebook	w004	Week 4	ES	Spain	9	1	972	195	13	0
Treevotion		312276899356713	Facebook	w004	Week 4	ES	Spain	5	1	936	344	1	0
OZY		1393911800825140	Facebook	w004	Week 4	ES	Spain	1	1	511	102	0	0
Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	w004	Week 4	ES	Spain	1	1	456	91	1	0
FT Content Solutions		1220981994590364	Facebook	w004	Week 4	ES	Spain	2	1	416	70	11	0
Orbex		1415953441956155	Facebook	w004	Week 4	ES	Spain	1	1	384	76	0	0
Flora & Fauna		303798486465804	Facebook	w004	Week 4	ES	Spain	3	1	263	86	0	0
Circling Europe		503234379789523	Facebook	w004	Week 4	ES	Spain	1	1	189	37	3	0
Radware		173342156042274	Facebook	w004	Week 4	ES	Spain	2	1	183	36	0	0
Civil Liberties Union for Europe		1424938757739868	Facebook	w004	Week 4	ES	Spain	1	1	158	31	3	0
Sacramento Kings		96222644025	Facebook	w004	Week 4	ES	Spain	2	1	82	41	0	0
OBV		78976852029	Facebook	w004	Week 4	ES	Spain	1	1	57	0	5	0
International Growth Centre	London School of Economics and Political Science	121645431208100	Facebook	w004	Week 4	ES	Spain	1	1	56	11	0	0
Banque mondiale		155174084508744	Facebook	w004	Week 4	ES	Spain	6	1	54	26	0	0
Milaap		315603771494	Facebook	w004	Week 4	ES	Spain	1	1	34	6	0	0
High Tides		267460276710397	Facebook	w004	Week 4	ES	Spain	1	1	27	0	2	0
Andreas Schieder	SPÖ	290881691011354	Facebook	w004	Week 4	ES	Spain	2	1	17	3	0	0
CreativeLive		114420101917147	Facebook	w004	Week 4	ES	Spain	1	1	16	3	0	0
Andrew Zbik - Lane Cove - Labor		1599877663573922	Facebook	w004	Week 4	ES	Spain	2	1	13	1	0	0
PLANADVISER		1825875921073929	Facebook	w004	Week 4	ES	Spain	1	1	13	6	0	0
Kaar Kaas Sonn		215255338679306	Facebook	w004	Week 4	ES	Spain	2	1	11	4	0	0
YOGA BURN		146316959083110	Facebook	w004	Week 4	ES	Spain	2	1	8	1	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w004	Week 4	ES	Spain	2	1	4	0	0	0
CleanChoice Energy		1270054533067724	Facebook	w004	Week 4	ES	Spain	1	1	4	0	0	0
Oliver Gediminas Caplikas		1714793218823340	Facebook	w004	Week 4	ES	Spain	1	1	4	0	0	0
www.capital.gr		186848962521	Facebook	w004	Week 4	ES	Spain	1	1	3	0	0	0
Task Force Contre l'Antisémitisme		1680652255497041	Facebook	w004	Week 4	ES	Spain	1	1	2	0	0	0
Best Shopping Deals		519091928553063	Facebook	w004	Week 4	ES	Spain	1	1	2	0	0	0
Battersea Spanish		180892701993348	Facebook	w004	Week 4	ES	Spain	1	1	1	0	0	0
