week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	ES	Spain	2061	119	4704858	1534084	86888	2853
w018	Week 18	2019-04-29	2019-05-05	ES	Spain	2803	254	15282451	5109974	179373	8194
w017	Week 17	2019-04-22	2019-04-28	ES	Spain	8982	391	246649455	97855938	1883531	302327
w016	Week 16	2019-04-15	2019-04-21	ES	Spain	6432	422	135719378	46897460	893787	97489
w015	Week 15	2019-04-08	2019-04-14	ES	Spain	1957	560	40563262	17052074	205171	38580
w014	Week 14	2019-04-01	2019-04-07	ES	Spain	1161	485	8871461	3467955	44477	4964
w013	Week 13	2019-03-25	2019-03-31	ES	Spain	963	382	9070874	3743108	46595	6098
w012	Week 12	2019-03-18	2019-03-24	ES	Spain	1169	377	7305683	2688527	67039	3532
w011	Week 11	2019-03-11	2019-03-17	ES	Spain	679	269	8952748	3347230	57161	7425
w010	Week 10	2019-03-04	2019-03-10	ES	Spain	702	242	6285355	2427451	41307	1599
w009	Week 9	2019-02-25	2019-03-03	ES	Spain	235	96	2315998	976889	8169	706
w008	Week 8	2019-02-18	2019-02-24	ES	Spain	180	77	1451905	582260	5074	631
w007	Week 7	2019-02-11	2019-02-17	ES	Spain	170	71	3057074	1297648	21152	7013
w006	Week 6	2019-02-04	2019-02-10	ES	Spain	134	55	1320910	487613	7661	1311
w005	Week 5	2019-01-28	2019-02-03	ES	Spain	168	53	1026409	335850	5165	343
w004	Week 4	2019-01-21	2019-01-27	ES	Spain	257	47	1729240	552114	17410	475
w003	Week 3	2019-01-14	2019-01-20	ES	Spain	116	42	775275	321021	2940	457
w002	Week 2	2019-01-07	2019-01-13	ES	Spain	90	38	217425	78395	2059	241
w001	Week 1	2019-01-01	2019-01-06	ES	Spain	74	33	227544	70434	1771	273
