advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Commission		107898832590939	Facebook	d093	2019-04-03	SK	Slovakia	16	1	102863	43745	306	76
Dušan Šándor - Váš zástupca v Európskom parlamente		350764848876135	Facebook	d093	2019-04-03	SK	Slovakia	8	1	55818	11123	141	0
Milan Uhrík - poslanec NR SR		193258414360612	Facebook	d093	2019-04-03	SK	Slovakia	1	1	55555	22222	555	111
Miroslav Žiak		396331590493376	Facebook	d093	2019-04-03	SK	Slovakia	6	1	48217	9643	201	2
Plamienok n.o.		174988447418	Facebook	d093	2019-04-03	SK	Slovakia	6	1	28383	12081	49	14
Slovenská národná strana	Slovenská národná strana	121130481252381	Facebook	d093	2019-04-03	SK	Slovakia	3	1	27998	5499	148	0
Richard Sulik	Richard Sulik	184760561603680	Facebook	d093	2019-04-03	SK	Slovakia	1	1	24999	4999	49	0
NAJ - politická strana odborníkov a etiky		187498825018596	Facebook	d093	2019-04-03	SK	Slovakia	3	1	13123	2624	37	0
Liga za ľudské práva / Human Rights League		810794665738940	Facebook	d093	2019-04-03	SK	Slovakia	1	1	12499	2500	24	0
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	d093	2019-04-03	SK	Slovakia	23	1	11839	3242	103	0
Ivan ŠTEFANEC		324560137683033	Facebook	d093	2019-04-03	SK	Slovakia	2	1	10217	4086	20	10
DOMA DOBRE	Pribocký Jozef	115166009100692	Facebook	d093	2019-04-03	SK	Slovakia	1	1	9999	2000	19	0
European Parliament		178362315106	Facebook	d093	2019-04-03	SK	Slovakia	10	1	9373	1750	123	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	d093	2019-04-03	SK	Slovakia	15	1	8379	3730	8	2
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	d093	2019-04-03	SK	Slovakia	13	1	8119	1361	277	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	d093	2019-04-03	SK	Slovakia	6	1	5210	1022	60	10
Paula Freeman fitneso trenerė		192011335075176	Facebook	d093	2019-04-03	SK	Slovakia	1	1	4763	952	94	0
Tatiana Husárová		259342504725652	Facebook	d093	2019-04-03	SK	Slovakia	1	1	4545	909	9	0
Penta Investments		1655338381438249	Facebook	d093	2019-04-03	SK	Slovakia	1	1	4442	2221	11	2
Michal Šipoš - kandidát do Európskeho parlamentu		156395481064391	Facebook	d093	2019-04-03	SK	Slovakia	1	1	3571	1785	17	8
Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	d093	2019-04-03	SK	Slovakia	3	1	3461	626	94	0
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	d093	2019-04-03	SK	Slovakia	1	1	3333	1666	33	0
Natália Blahová	Richard Sulik	116165421757343	Facebook	d093	2019-04-03	SK	Slovakia	1	1	3333	1666	33	0
Karol Farkašovský	Farkašovský Karol	239398722928942	Facebook	d093	2019-04-03	SK	Slovakia	1	1	3332	666	6	0
Martin Lancz - kandidát na europoslanca 2019	 Švec František	2671787962847811	Facebook	d093	2019-04-03	SK	Slovakia	1	1	3332	666	6	0
Michal Považan - kandidát do Európskeho parlamentu za KDH		1183320988494283	Facebook	d093	2019-04-03	SK	Slovakia	2	1	2999	499	99	0
AUSSENWIRTSCHAFT AUSTRIA		1656021521343059	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2974	594	29	5
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	d093	2019-04-03	SK	Slovakia	2	1	2590	1250	33	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2499	500	49	0
Dominik Drdul - kandidát do Eurovolieb, Oľano	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	306217430051254	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2499	1250	24	0
Kreatívny obchodík u Moniky		744298435676740	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2499	499	49	0
istavebnictvo.sk		170364809998807	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2380	476	1	0
IGO bottle		588626198197868	Facebook	d093	2019-04-03	SK	Slovakia	1	1	2078	1039	4	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	d093	2019-04-03	SK	Slovakia	3	1	1866	933	9	2
Ivan Štefunko • Progresívne Slovensko		1664533523674012	Facebook	d093	2019-04-03	SK	Slovakia	2	1	1688	833	18	0
Extra plus		101683139967492	Facebook	d093	2019-04-03	SK	Slovakia	1	1	1666	333	33	0
NIE V NAŠOM MESTE		1431936647034510	Facebook	d093	2019-04-03	SK	Slovakia	1	1	1666	833	16	0
Ing. Zdena Patakyová kandidát na europoslanca č. 7 PH Hlas ľudu		2129719210624822	Facebook	d093	2019-04-03	SK	Slovakia	1	1	1249	249	2	0
Guardian Weekly		64525551258	Facebook	d093	2019-04-03	SK	Slovakia	4	1	1167	474	2	0
Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	d093	2019-04-03	SK	Slovakia	3	1	666	233	9	0
Netky.sk		364139677032739	Facebook	d093	2019-04-03	SK	Slovakia	7	1	638	0	63	0
East Meet East		565982140109779	Facebook	d093	2019-04-03	SK	Slovakia	1	1	628	314	1	0
VoteWatch Europe		355087424564148	Facebook	d093	2019-04-03	SK	Slovakia	4	1	531	219	1	0
Narovinu		1585453424863955	Facebook	d093	2019-04-03	SK	Slovakia	1	1	499	0	49	0
Dóza - obchod bez obalu		829123407442564	Facebook	d093	2019-04-03	SK	Slovakia	2	1	499	0	49	0
Veterinárna nemocnica Anima - Žilina		205244036326304	Facebook	d093	2019-04-03	SK	Slovakia	2	1	493	194	6	0
Új Mezőgazdasági Magazin		116239185208469	Facebook	d093	2019-04-03	SK	Slovakia	2	1	487	97	0	0
Kialo		729627343834501	Facebook	d093	2019-04-03	SK	Slovakia	1	1	485	97	0	0
Život seniora		383218932102842	Facebook	d093	2019-04-03	SK	Slovakia	1	1	454	90	9	0
Interkontakt.store		1757605707867183	Facebook	d093	2019-04-03	SK	Slovakia	1	1	432	86	1	0
ĽUBOŠ BLAHA	ĽUBOŠ BLAHA	2047997592105476	Facebook	d093	2019-04-03	SK	Slovakia	1	1	333	166	3	0
Il Ponte - Slovak Student Journal		930510607038440	Facebook	d093	2019-04-03	SK	Slovakia	1	1	333	0	33	0
Europeana.eu		10261403667	Facebook	d093	2019-04-03	SK	Slovakia	1	1	286	114	0	0
European Jewish Association		853930504670255	Facebook	d093	2019-04-03	SK	Slovakia	1	1	284	142	0	0
Give A Vote		2186129244970085	Facebook	d093	2019-04-03	SK	Slovakia	1	1	251	100	0	0
Televízne noviny TV Markíza		170612431409	Facebook	d093	2019-04-03	SK	Slovakia	1	1	217	108	2	0
Solar Impulse		187539851277198	Facebook	d093	2019-04-03	SK	Slovakia	1	1	195	78	0	0
Collision Conf		205093963028353	Facebook	d093	2019-04-03	SK	Slovakia	8	1	180	58	1	0
European Youth		130456876990360	Facebook	d093	2019-04-03	SK	Slovakia	2	1	161	80	0	0
Schwarzkopf Professional		150101695010185	Facebook	d093	2019-04-03	SK	Slovakia	1	1	156	78	0	0
NEOS X - 10. Bundesland		613891652052880	Facebook	d093	2019-04-03	SK	Slovakia	1	1	152	30	1	0
Pócza István		709443985901039	Facebook	d093	2019-04-03	SK	Slovakia	1	1	99	19	0	0
Gaia		182073298490036	Facebook	d093	2019-04-03	SK	Slovakia	3	1	88	41	0	0
Center for European Integration Studies (ZEI)		144159745724379	Facebook	d093	2019-04-03	SK	Slovakia	1	1	75	37	0	0
The Good Lobby		1420129598280317	Facebook	d093	2019-04-03	SK	Slovakia	4	1	74	14	0	0
SEAC scuba - snorkeling - freediving		110780655713826	Facebook	d093	2019-04-03	SK	Slovakia	1	1	65	32	0	0
Bologna Business School		32776988074	Facebook	d093	2019-04-03	SK	Slovakia	3	1	62	14	0	0
Busech Shopping		297339700960830	Facebook	d093	2019-04-03	SK	Slovakia	1	1	60	12	1	0
Hardox		750155358330748	Facebook	d093	2019-04-03	SK	Slovakia	2	1	52	23	0	0
Atlantic Forum		616121875501729	Facebook	d093	2019-04-03	SK	Slovakia	1	1	49	9	0	0
GUE/NGL		164355333623231	Facebook	d093	2019-04-03	SK	Slovakia	2	1	43	16	0	0
Hippie Life - Hippieoutfit4u		423296574881621	Facebook	d093	2019-04-03	SK	Slovakia	2	1	41	8	0	0
Your Everyday Korean		1446749008800347	Facebook	d093	2019-04-03	SK	Slovakia	3	1	35	14	0	0
Climate-KIC		403370709744295	Facebook	d093	2019-04-03	SK	Slovakia	1	1	33	16	0	0
Européens Sans Frontières		668031516635463	Facebook	d093	2019-04-03	SK	Slovakia	8	1	31	12	0	0
Ozan Yanar		730847103593100	Facebook	d093	2019-04-03	SK	Slovakia	2	1	23	4	0	0
European Youth Event		919232861444360	Facebook	d093	2019-04-03	SK	Slovakia	1	1	22	4	0	0
Hornet Plugins		150704545104271	Facebook	d093	2019-04-03	SK	Slovakia	1	1	21	4	0	0
Chug Bottles		1781974005205686	Facebook	d093	2019-04-03	SK	Slovakia	1	1	21	10	0	0
GirlPower Football School		805084479546820	Facebook	d093	2019-04-03	SK	Slovakia	1	1	19	3	0	0
Erasmus Student Network		25226723130	Facebook	d093	2019-04-03	SK	Slovakia	1	1	19	9	0	0
