gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	DE	Germany	31136	873	133275242	39432663	2169549	118684
m	male	DE	Germany	30753	867	140130593	42678314	2211763	141120
u	unknown	DE	Germany	17454	797	947310	302483	12457	1090
