country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DE	Germany	f	female	34920	4282	189216911	58731995	2135390	174912
DE	Germany	m	male	33849	4197	246139212	78430194	2789591	259800
DE	Germany	u	unknown	22253	3817	1782993	576538	20265	2111
