gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u	unknown	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	300	1	262679	101970	1632	356
u	unknown	FI	Finland	European Parliament		178362315106	Facebook	79	1	104218	48803	767	286
u	unknown	FI	Finland	Vihreät - De Gröna		33722070600	Facebook	30	1	38143	13693	144	23
u	unknown	FI	Finland	Keskusta	Suomen Keskusta	55312855747	Facebook	33	1	16737	4104	74	7
u	unknown	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	147	1	15816	3158	449	16
u	unknown	FI	Finland	Viite - Tieteen ja teknologian vihreät		73631194779	Facebook	6	1	15631	6098	30	2
u	unknown	FI	Finland	WWF Suomi		119054448115588	Facebook	7	1	15133	7405	64	20
u	unknown	FI	Finland	Greenpeace Suomi	Greenpeace Suomi	9227859351	Facebook	21	1	12044	2907	133	17
u	unknown	FI	Finland	Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	34	1	10797	3271	104	18
u	unknown	FI	Finland	Oatly		585888148224935	Facebook	3	1	10249	4167	72	14
u	unknown	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	202	1	8894	1434	365	0
u	unknown	FI	Finland	Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	14	1	8604	3421	71	18
u	unknown	FI	Finland	K-Supermarket		380462231997295	Facebook	6	1	8546	3671	162	36
u	unknown	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	24	1	8019	2509	89	11
u	unknown	FI	Finland	Mikkel Näkkäläjärvi		617733068345315	Facebook	70	1	7751	1760	120	2
u	unknown	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	31	1	7493	1667	91	7
u	unknown	FI	Finland	Neste		1083597725003936	Facebook	1	1	7203	2881	72	14
u	unknown	FI	Finland	Kaisa Penny		259256970891807	Facebook	17	1	7108	2239	45	4
u	unknown	FI	Finland	Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	5	1	6894	1420	36	4
u	unknown	FI	Finland	Veli Paasimaa eduskuntaan		2500363800014955	Facebook	3	1	5628	2238	57	11
u	unknown	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	37	1	5568	2140	55	2
u	unknown	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	24	1	5352	1341	51	5
u	unknown	FI	Finland	Ozan Yanar		730847103593100	Facebook	5	1	5209	1945	57	20
u	unknown	FI	Finland	Kialo		729627343834501	Facebook	334	1	5145	1960	40	11
u	unknown	FI	Finland	Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	9	1	5071	1196	55	9
u	unknown	FI	Finland	Ykkösketjuun		2118628725055114	Facebook	3	1	4822	2174	28	5
u	unknown	FI	Finland	Sameli Sivonen		466817883509788	Facebook	13	1	4772	1176	60	8
u	unknown	FI	Finland	Feministinen puolue		246435052396654	Facebook	4	1	4736	920	45	4
u	unknown	FI	Finland	Eveliina Heinäluoma		1089057291173658	Facebook	2	1	4651	2027	28	5
u	unknown	FI	Finland	Mikko Kiesiläinen		993610757425045	Facebook	3	1	4635	1774	106	32
u	unknown	FI	Finland	Harri Salonen		610646839145678	Facebook	30	1	4518	1098	57	0
u	unknown	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	13	1	4437	914	29	4
u	unknown	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	16	1	4368	923	36	4
u	unknown	FI	Finland	Amanda Pasanen		1590714481237792	Facebook	6	1	4351	1683	48	18
u	unknown	FI	Finland	Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	8	1	4276	1032	38	5
u	unknown	FI	Finland	Työehtoshoppailu		1602354766564898	Facebook	1	1	4262	2131	106	21
u	unknown	FI	Finland	Mai Kivelä		696021337144506	Facebook	5	1	4212	842	52	13
u	unknown	FI	Finland	Liban Sheikh		302959147221497	Facebook	11	1	4029	845	42	2
u	unknown	FI	Finland	Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	8	1	3898	852	24	3
u	unknown	FI	Finland	Matias Turkkila eduskuntaan 2019		1214838375280127	Facebook	2	1	3835	1523	51	25
u	unknown	FI	Finland	Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	9	1	3385	671	17	0
u	unknown	FI	Finland	Vihreämpi planeetta		292971488047613	Facebook	9	1	3245	995	41	12
u	unknown	FI	Finland	Amnesty International - Suomen osasto		134934386349	Facebook	3	1	3205	762	20	2
u	unknown	FI	Finland	Kulta Katriina		1680771958806411	Facebook	1	1	3195	1597	7	1
u	unknown	FI	Finland	XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	28	1	3170	1159	35	0
u	unknown	FI	Finland	Henrik Wickström	Wickström 2019	448116415229902	Facebook	34	1	3165	705	47	0
u	unknown	FI	Finland	Leena Zittling - Eurovaaliehdokas 2019 - KOK		804330503290879	Facebook	4	1	2855	1177	21	3
u	unknown	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	33	1	2852	696	37	1
u	unknown	FI	Finland	Elsi Katainen		190042298268350	Facebook	32	1	2645	584	34	0
u	unknown	FI	Finland	Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	21	1	2582	1077	35	1
u	unknown	FI	Finland	Liike Nyt		194677504471503	Facebook	7	1	2546	584	31	5
u	unknown	FI	Finland	European GNSS Agency		128217567344601	Facebook	1	1	2538	1269	12	6
u	unknown	FI	Finland	Timo Huhtamäki		2161903010535300	Facebook	6	1	2531	933	22	6
u	unknown	FI	Finland	Telia Finland		103645656349867	Facebook	1	1	2514	1257	6	1
u	unknown	FI	Finland	Aura Salla		357502994332188	Facebook	15	1	2467	574	21	2
u	unknown	FI	Finland	Iiris Suomela		300395886827434	Facebook	4	1	2463	915	26	8
u	unknown	FI	Finland	Parempi tulevaisuus		587353418318027	Facebook	13	1	2449	527	33	0
u	unknown	FI	Finland	European Greens	European Greens	141366725876424	Facebook	7	1	2431	1205	12	6
u	unknown	FI	Finland	Katariina Souri 2019		348440875740240	Facebook	2	1	2390	478	21	4
u	unknown	FI	Finland	Janne Parkkila - Vasemmistoliitto	Janne Parkkilan tukiyhdistys ry	354424931606915	Facebook	7	1	2326	499	31	5
u	unknown	FI	Finland	Maria Ohisalo		260320667414347	Facebook	10	1	2310	568	25	0
u	unknown	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	7	1	2275	480	24	4
u	unknown	FI	Finland	Katju Aro		1833156153607042	Facebook	6	1	2269	631	44	0
u	unknown	FI	Finland	Tanja Vahvelainen kansanedustajaehdokas		653005468206971	Facebook	33	1	2267	541	64	0
u	unknown	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	4	1	2243	448	21	4
u	unknown	FI	Finland	Atte Kaleva		293156734202539	Facebook	4	1	2234	526	10	0
u	unknown	FI	Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	7	1	2126	593	7	0
u	unknown	FI	Finland	Tiedekulma		433087293448371	Facebook	2	1	2071	414	20	4
u	unknown	FI	Finland	Svensk Ungdom - RKP-nuoret		172659206933	Facebook	13	1	2038	550	12	0
u	unknown	FI	Finland	Vasemmistoliitto		60390955171	Facebook	12	1	2024	390	22	1
u	unknown	FI	Finland	Lauri Kaira		619118744885450	Facebook	5	1	2016	401	22	3
u	unknown	FI	Finland	Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	25	1	1969	597	33	0
u	unknown	FI	Finland	Oras Tynkkynen		23412116818	Facebook	6	1	1946	434	26	4
