advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	49	1	2555	1081	10	2
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	16	1	1589	678	1	0
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	19	1	1175	535	3	0
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	21	1	1133	507	2	0
Marijana Petir	Marijana Petir	1418903245032313	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	9	1	823	215	2	0
European Parliament	European Parliament	178362315106	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	15	1	745	343	2	0
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	18	1	673	284	1	0
Model European Union Zagreb - MEUZ	Divea Studio	521874817895935	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	5	1	433	183	0	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	20	1	430	152	1	0
Slobodna Dalmacija	Slobodna Dalmacija	100267330025110	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	25	1	387	112	1	0
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	14	1	358	93	0	0
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	8	1	336	136	0	0
European Greens	European Greens	141366725876424	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	6	1	328	137	0	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	4	1	324	136	1	0
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	10	1	276	110	1	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	8	1	163	32	0	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	3	1	128	25	0	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	8	1	124	39	0	0
SNAGA - Stranka narodnog i građanskog aktivizma	SNAGA - stranka narodnog i građanskog aktivizma	309273389409125	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	11	1	110	42	0	0
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	1	1	99	49	0	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	2	1	95	47	0	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	18	1	81	15	1	0
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	3	1	79	15	0	0
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	5	1	66	14	0	0
