region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
bjelovar_bilogora_county	Bjelovar-Bilogora County	HR	Croatia	472	76	16810	6470	55	7
brod_posavina_county	Brod-Posavina County	HR	Croatia	474	75	105661	29828	338	19
dubrovnik_neretva_county	Dubrovnik-Neretva County	HR	Croatia	480	79	89396	23798	439	11
istria_county	Istria County	HR	Croatia	500	89	441750	162856	1505	141
karlovac_county	Karlovac County	HR	Croatia	471	80	32276	14143	164	11
koprivnica_krizevci_county	Koprivnica-Križevci County	HR	Croatia	477	80	13553	5307	42	6
krapina_zagorje_county	Krapina-Zagorje County	HR	Croatia	476	77	59959	13919	120	5
lika_senj_county	Lika-Senj County	HR	Croatia	456	75	3539	1370	10	1
medimurje_county	Međimurje County	HR	Croatia	476	79	34345	14564	188	11
osijek_baranja_county	Osijek-Baranja County	HR	Croatia	496	80	342872	103181	1705	275
pozega_slavonia_county	Požega-Slavonia County	HR	Croatia	470	75	9751	3682	30	3
primorje_gorski_kotar_county	Primorje-Gorski Kotar County	HR	Croatia	504	85	416304	119224	2124	281
sisak_moslavina_county	Sisak-Moslavina County	HR	Croatia	482	79	84780	23052	216	13
split_dalmatia_county	Split-Dalmatia County	HR	Croatia	500	82	650353	210995	1877	188
varazdin_county	Varaždin County	HR	Croatia	483	81	39651	15592	144	19
virovitica_podravina_county	Virovitica-Podravina County	HR	Croatia	476	78	23102	9882	142	5
vukovar_srijem_county	Vukovar-Srijem County	HR	Croatia	482	77	57301	21364	173	22
zadar_county	Zadar County	HR	Croatia	485	79	61609	20918	168	19
zagreb	Zagreb	HR	Croatia	505	86	2456890	959842	9169	1367
zagreb_county	Zagreb County	HR	Croatia	483	76	23611	9181	95	12
sibenik_knin_county	Šibenik-Knin County	HR	Croatia	479	74	22785	7363	64	6
