spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	EE	Estonia	1654	477	8767434	2177069	49683	5
50_100	50 - 100	EE	Estonia	1869	469	427072	173007	1118	182
100_1k	100 - 1k	EE	Estonia	783	210	10705183	4748251	45799	11711
1k_5k	1k - 5k	EE	Estonia	85	29	892927	388304	11416	2327
5k_10k	5k - 10k	EE	Estonia	7	5	4494	2210	137	33
10k_50k	10k - 50k	EE	Estonia	1	1	3706	1853	164	32
