advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	65_	65+	HR	Croatia	9	1	28395	6179	114	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	65_	65+	HR	Croatia	3	1	20948	5006	63	0
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	65_	65+	HR	Croatia	8	1	20027	9299	144	15
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	65_	65+	HR	Croatia	7	1	17258	4454	74	7
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	65_	65+	HR	Croatia	3	1	13081	2855	32	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	65_	65+	HR	Croatia	2	1	9028	1805	30	0
European Parliament	European Parliament	178362315106	Facebook	65_	65+	HR	Croatia	1	1	7307	1461	14	0
HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	65_	65+	HR	Croatia	1	1	7070	1414	14	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	65_	65+	HR	Croatia	3	1	7016	1403	15	0
Dubravka Suica	HDZ - Hrvatska demokratska zajednica	195096520662445	Facebook	65_	65+	HR	Croatia	1	1	6376	1275	12	0
Željana Zovko	HDZ - Hrvatska demokratska zajednica	1203134436474667	Facebook	65_	65+	HR	Croatia	15	1	3652	617	117	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	65_	65+	HR	Croatia	5	1	2990	846	51	0
Hrvatskadanas	Hrvatskadanas	140693889702485	Facebook	65_	65+	HR	Croatia	4	1	2957	544	77	0
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	65_	65+	HR	Croatia	1	1	2469	1234	24	0
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	65_	65+	HR	Croatia	2	1	2091	833	27	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	65_	65+	HR	Croatia	4	1	1900	742	3	0
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	65_	65+	HR	Croatia	1	1	1360	680	13	0
Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	65_	65+	HR	Croatia	1	1	1243	621	12	0
Marijana Petir	Marijana Petir	1418903245032313	Facebook	65_	65+	HR	Croatia	1	1	1023	511	10	0
Krešo Beljak	Vlahovic Mario	52929105855	Facebook	65_	65+	HR	Croatia	1	1	958	191	18	0
Zoran Bahtijarević	Vlahovic Mario	2195720960680577	Facebook	65_	65+	HR	Croatia	1	1	689	137	13	0
Tomislav Stojak	Hrvatska narodna stranka - liberalni demokrati (HNS)	442201595870855	Facebook	65_	65+	HR	Croatia	2	1	391	78	7	0
Danijel Marušić	HDZ - Hrvatska demokratska zajednica	215152641879933	Facebook	65_	65+	HR	Croatia	1	1	337	67	6	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	65_	65+	HR	Croatia	2	1	307	91	1	0
European Commission	European Commission	107898832590939	Facebook	65_	65+	HR	Croatia	2	1	243	121	0	0
