advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	d124	2019-05-04	134	1	19265980	1923151	1744	106
Future Innovation SRL		AR474748779908562944	Google	d124	2019-05-04	20	1	15754114	1575369	28222	480
CDU Christlich Demokratische Union		AR68737343799951360	Google	d124	2019-05-04	2554	1	7669285	361250	61296	4356
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d124	2019-05-04	63	1	4227687	421298	13247	337
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d124	2019-05-04	75	1	3936224	391331	42335	2550
Občanska demokraticka strana		AR386241117529571328	Google	d124	2019-05-04	29	1	3820773	366666	9746	180
Freiheitliche Partei Österreich		AR333020356698701824	Google	d124	2019-05-04	36	1	3689548	368277	22189	389
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	d124	2019-05-04	1406	1	2763094	150052	7063	38
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d124	2019-05-04	48	1	2754000	265000	945	30
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d124	2019-05-04	107	1	2050166	194000	1550	70
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d124	2019-05-04	299	1	1996789	172396	2766	99
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d124	2019-05-04	56	1	1753862	173768	46245	828
Alternativet		AR198061076825243648	Google	d124	2019-05-04	3	1	1585714	158571	8642	150
mmb media agentur d.o.o.		AR524572049809604608	Google	d124	2019-05-04	636	1	1442333	59047	4354	0
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d124	2019-05-04	28	1	1161052	115789	144	7
Párbeszéd Magyarországért		AR567356246269624320	Google	d124	2019-05-04	8	1	1029047	102768	2793	50
SPD		AR456734381399080960	Google	d124	2019-05-04	27	1	1016020	101000	56587	3612
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d124	2019-05-04	59	1	776270	74636	399	13
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d124	2019-05-04	8	1	740000	74000	5500	100
Open Vld		AR369049153717665792	Google	d124	2019-05-04	33	1	565992	55456	734	58
CDA Doetinchem		AR453512812329697280	Google	d124	2019-05-04	29	1	534198	53044	136	6
HLAS		AR312619193323225088	Google	d124	2019-05-04	349	1	501614	26083	1527	24
Cink, s.r.o.		AR361287976015101952	Google	d124	2019-05-04	29	1	484893	47806	231	16
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d124	2019-05-04	32	1	470886	45000	404	27
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	d124	2019-05-04	26	1	459452	45214	436	38
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d124	2019-05-04	24	1	411933	40904	430	40
UAB "BPN LT"		AR135010682042056704	Google	d124	2019-05-04	32	1	382239	38223	191	11
CDU-Kreisverband Neustadt		AR152876371603881984	Google	d124	2019-05-04	2	1	333333	33333	166	16
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	d124	2019-05-04	2	1	309523	30952	9285	154
Kresťanská únia		AR358916054556082176	Google	d124	2019-05-04	3	1	278333	27833	266	26
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d124	2019-05-04	165	1	260666	15333	2579	36
Bündnis90/ Die Grünen		AR207068276079984640	Google	d124	2019-05-04	30	1	252470	23828	11626	218
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	d124	2019-05-04	7	1	244615	24175	6781	128
DOPRAVA		AR56197688563073024	Google	d124	2019-05-04	3	1	214285	21428	6428	107
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d124	2019-05-04	75	1	208292	19024	251	14
Flamesite s.r.o.		AR522320249995919360	Google	d124	2019-05-04	162	1	206697	10019	713	14
Socialdemokratiet		AR237678679797268480	Google	d124	2019-05-04	25	1	174285	16359	2683	84
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	d124	2019-05-04	2	1	166666	16666	5000	83
EUpositive.sk		AR348804120993333248	Google	d124	2019-05-04	19	1	157676	14393	215	12
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d124	2019-05-04	3	1	135790	13579	699	17
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	d124	2019-05-04	4	1	118181	11818	181	18
Fianna Fáil		AR101183107301900288	Google	d124	2019-05-04	22	1	113600	11086	117	8
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	d124	2019-05-04	112	1	94592	0	576	11
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	d124	2019-05-04	7	1	89182	8717	70	6
Gestion et Action Libérale		AR201311233196949504	Google	d124	2019-05-04	177	1	84574	988	3509	68
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d124	2019-05-04	184	1	76117	571	3124	69
GREEN DAY, s.r.o		AR423241058193768448	Google	d124	2019-05-04	42	1	74000	6160	162	9
Slovenska demokratska stranka		AR170068335415787520	Google	d124	2019-05-04	1	1	62500	6250	31	3
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d124	2019-05-04	3	1	60027	5971	1807	31
Partito Democratico		AR254356072167374848	Google	d124	2019-05-04	26	1	56081	4710	14367	256
European People’s Party		AR308399267695820800	Google	d124	2019-05-04	15	1	55747	4636	8410	155
Alternative für Deutschland		AR380456861733748736	Google	d124	2019-05-04	2	1	53333	5333	116	10
Barcelona en Comú		AR342176264901099520	Google	d124	2019-05-04	12	1	43611	2678	218	13
Fondation Populaire		AR320938922932699136	Google	d124	2019-05-04	2	1	31512	3151	28	2
Liberal Alliance Djursland		AR73057599863390208	Google	d124	2019-05-04	13	1	19545	909	97	4
SPD Berlin		AR257142234632159232	Google	d124	2019-05-04	9	1	18503	1252	748	17
Maria Spyraki		AR80818777565954048	Google	d124	2019-05-04	8	1	18109	1450	66	4
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	d124	2019-05-04	12	1	15773	1000	3146	63
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	d124	2019-05-04	12	1	12061	370	1234	27
Euroopassa Suomen Tähden ry		AR176823734856843264	Google	d124	2019-05-04	1	1	10000	0	50	0
Klassiskt Liberala Partiet		AR214800866480226304	Google	d124	2019-05-04	3	1	9230	769	46	3
Avante Comunicación SL		AR486291452976955392	Google	d124	2019-05-04	1	1	7692	769	38	3
Unitas		AR53945888749387776	Google	d124	2019-05-04	12	1	7555	0	37	0
Open VLD		AR350212320510607360	Google	d124	2019-05-04	6	1	6666	0	33	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	d124	2019-05-04	4	1	5116	467	4	0
Liberal Alliance		AR183859784640888832	Google	d124	2019-05-04	4	1	4000	0	155	15
W.R.P.R., s.r.o.		AR111802190602960896	Google	d124	2019-05-04	1	1	4000	400	20	2
Morten Dahlin		AR273707476816232448	Google	d124	2019-05-04	3	1	3111	0	15	0
