country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	m25_34	male (25-34)	2075	516	2959108	1077583	15692	2295
EE	Estonia	f25_34	female (25-34)	2229	524	2924419	1108922	15070	2366
EE	Estonia	f18_24	female (18-24)	2023	477	2561276	957283	12277	1716
EE	Estonia	m18_24	male (18-24)	1902	467	2284068	828651	11777	1601
EE	Estonia	f35_44	female (35-44)	2187	513	2173369	794552	11808	1755
EE	Estonia	m35_44	male (35-44)	2038	507	1857208	656594	10083	1388
EE	Estonia	f45_54	female (45-54)	2074	486	1576561	555825	8724	1103
EE	Estonia	f55_64	female (55-64)	1554	451	1223255	417098	6497	566
EE	Estonia	m45_54	male (45-54)	1920	476	1059548	360431	5844	687
EE	Estonia	f65_	female (65+)	1397	402	823923	274287	4416	346
EE	Estonia	m55_64	male (55-64)	1458	440	580774	188596	3068	233
EE	Estonia	m65_	male (65+)	1338	396	355019	115252	1892	139
EE	Estonia	f13_17	female (13-17)	223	94	206715	74311	410	11
EE	Estonia	m13_17	male (13-17)	206	90	123577	47176	289	8
EE	Estonia	u35_44	unknown (35-44)	1833	455	37894	14100	194	31
EE	Estonia	u25_34	unknown (25-34)	1795	455	24185	9256	116	20
EE	Estonia	u45_54	unknown (45-54)	1643	415	14423	5170	80	11
EE	Estonia	u18_24	unknown (18-24)	1458	372	7159	2650	38	5
EE	Estonia	u65_	unknown (65+)	994	340	4158	1425	19	1
EE	Estonia	u55_64	unknown (55-64)	1048	358	3606	1299	16	1
EE	Estonia	u13_17	unknown (13-17)	157	77	563	223	0	0
