advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	d009	2019-01-09	127	1	778171	183540	7664	1460
WeWorld Onlus		299584710061488	Facebook	d009	2019-01-09	16	1	536378	210088	6001	1002
Rädda Barnen		72659261793	Facebook	d009	2019-01-09	16	1	344984	93000	1896	574
38 Degrees	38 Degrees	200006375787	Facebook	d009	2019-01-09	27	1	341298	136563	1972	282
We are the 52%	We are the 52%	466744973727718	Facebook	d009	2019-01-09	18	1	291093	114884	781	99
Plan International Sverige		382243262003	Facebook	d009	2019-01-09	79	1	157129	58904	1458	381
Nature Index		145327659223282	Facebook	d009	2019-01-09	3	1	149997	30000	343	0
COP23		1812087282376505	Facebook	d009	2019-01-09	1	1	90909	45454	40	8
More United	More United	618113871680733	Facebook	d009	2019-01-09	1	1	71428	28571	826	165
Roberta Metsola		406824526101449	Facebook	d009	2019-01-09	4	1	60554	23222	654	111
London Labour Party	The London Labour Party 	474613052643462	Facebook	d009	2019-01-09	7	1	60249	22916	280	76
Sensilab.si		384202598293956	Facebook	d009	2019-01-09	4	1	56996	11000	396	0
misterb&b		206250622847748	Facebook	d009	2019-01-09	5	1	53995	10000	796	89
Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	d009	2019-01-09	3	1	50124	25000	303	144
Labour South East	The Labour Party.	123817579216	Facebook	d009	2019-01-09	2	1	50030	25000	2895	578
SF	SF	74796954245	Facebook	d009	2019-01-09	1	1	49999	10000	133	66
PooPick		929784923871028	Facebook	d009	2019-01-09	1	1	49999	10000	99	0
The Bamboo Brush Society		1152885191422950	Facebook	d009	2019-01-09	1	1	49999	10000	99	0
Pela Case		119283008140727	Facebook	d009	2019-01-09	1	1	49999	10000	65	0
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	d009	2019-01-09	2	1	45833	17499	124	50
