advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	d134	2019-05-14	117	1	5216110	2287980	8694	2004
European Greens		141366725876424	Facebook	d134	2019-05-14	115	1	4532728	2027077	27165	6822
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	d134	2019-05-14	371	1	3196687	1339855	15553	2788
Make.org	Make.org	122037308191612	Facebook	d134	2019-05-14	25	1	3007807	1446679	12843	2972
FDP	FDP	21289227249	Facebook	d134	2019-05-14	1381	1	2830119	882533	25358	1463
Partito Democratico		77034286895	Facebook	d134	2019-05-14	128	1	2144321	904449	6516	1189
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	d134	2019-05-14	402	1	1991950	619732	14960	2077
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	d134	2019-05-14	116	1	1886905	771370	7219	1946
România în primul rând	Future Innovation	770704223323599	Facebook	d134	2019-05-14	34	1	1777101	774501	1988	468
sp.a	sp.a	57253967150	Facebook	d134	2019-05-14	208	1	1725088	638616	7140	1306
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d134	2019-05-14	20	1	1712858	744334	2796	820
Parlement européen en France	Parlement européen en France	279757933824	Facebook	d134	2019-05-14	72	1	1628741	689375	9053	2262
SPD	SPD	47930567748	Facebook	d134	2019-05-14	106	1	1608871	509680	11161	576
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d134	2019-05-14	21	1	1553865	700022	17535	4289
SPÖ	SPÖ	77393060080	Facebook	d134	2019-05-14	546	1	1485589	480366	12907	2261
Sign for my Future	Sign for my Future	1345513882259768	Facebook	d134	2019-05-14	61	1	1330651	547166	11567	3199
Vlaams Belang	Vlaams Belang	56605856504	Facebook	d134	2019-05-14	7	1	1328566	614285	9888	3103
Fidesz	Fidesz	9844779306	Facebook	d134	2019-05-14	10	1	1301993	575000	3562	1703
Kialo		729627343834501	Facebook	d134	2019-05-14	32	1	1267472	262500	11847	2275
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	d134	2019-05-14	20	1	1219170	541765	2269	963
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	d134	2019-05-14	35	1	1194883	515444	801	199
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d134	2019-05-14	760	1	1144400	356644	16369	2277
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d134	2019-05-14	135	1	1107653	500013	8642	1958
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	d134	2019-05-14	62	1	1071453	489273	7216	1553
Greenpeace España	Greenpeace España	133044800622	Facebook	d134	2019-05-14	12	1	1050988	450000	2888	700
