advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	d010	2019-01-10	167	1	1130580	267457	11526	2190
La Prime Énergie		336155273400553	Facebook	d010	2019-01-10	2	1	999998	400000	9998	2000
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	d010	2019-01-10	8	1	669826	263500	2721	810
WWF Suomi		119054448115588	Facebook	d010	2019-01-10	3	1	599997	300000	1497	300
Amref Health Africa - Italia		48677844864	Facebook	d010	2019-01-10	20	1	431980	101000	1980	0
Tate		1175315639185483	Facebook	d010	2019-01-10	20	1	395980	81000	1980	0
We are the 52%	We are the 52%	466744973727718	Facebook	d010	2019-01-10	22	1	365257	131968	1019	99
The Bamboo Brush Society		1152885191422950	Facebook	d010	2019-01-10	7	1	360993	132000	1893	300
38 Degrees	38 Degrees	200006375787	Facebook	d010	2019-01-10	29	1	320464	122396	2049	286
People's Vote UK	People's Vote	748608695327755	Facebook	d010	2019-01-10	56	1	232826	77312	1747	330
Best For Britain	Best for Britain	1863944713844924	Facebook	d010	2019-01-10	24	1	201374	92625	3179	1002
Rädda Barnen		72659261793	Facebook	d010	2019-01-10	1	1	199999	100000	462	92
Plan International Sverige		382243262003	Facebook	d010	2019-01-10	79	1	157129	58904	1458	381
Soluzione Tasse		1678747585696511	Facebook	d010	2019-01-10	2	1	149998	60000	598	100
Erik Sørensen Vin		88177021039	Facebook	d010	2019-01-10	7	1	131993	35000	1685	267
Property & Business Info		562032903912680	Facebook	d010	2019-01-10	3	1	109997	25000	806	115
George Simion Unire		294035851052538	Facebook	d010	2019-01-10	1	1	99999	50000	52	10
The Intercept Brasil		1754956431459064	Facebook	d010	2019-01-10	1	1	99999	50000	88	0
COP23		1812087282376505	Facebook	d010	2019-01-10	1	1	90909	45454	40	8
More United	More United	618113871680733	Facebook	d010	2019-01-10	1	1	71428	28571	826	165
Blendle		181375052003138	Facebook	d010	2019-01-10	5	1	61995	12000	495	0
Roberta Metsola		406824526101449	Facebook	d010	2019-01-10	4	1	60554	23222	654	111
London Labour Party	The London Labour Party 	474613052643462	Facebook	d010	2019-01-10	7	1	60249	22916	280	76
Δημιουργία Ξανά	Δημιουργία Ξανά	226397774096827	Facebook	d010	2019-01-10	3	1	54998	12500	148	0
Trades Union Congress (TUC)	Trades Union Congress	124295177616347	Facebook	d010	2019-01-10	3	1	50124	25000	303	144
iBanFirst		1471493632877403	Facebook	d010	2019-01-10	1	1	49999	10000	499	100
