region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
baranya_county	Baranya County	HU	Hungary	2864	593	714578	223313	1805	522
borsod_abauj_zemplen_county	Borsod-Abaúj-Zemplén County	HU	Hungary	2901	632	1495312	505775	2880	885
budapest	Budapest	HU	Hungary	3883	867	17315036	6619608	41905	11919
bacs_kiskun_county	Bács-Kiskun County	HU	Hungary	2832	626	1220161	364721	3015	784
bekes_county	Békés County	HU	Hungary	2656	571	877134	266922	1571	424
csongrad_county	Csongrád County	HU	Hungary	2909	628	1138787	423757	2774	1050
fejer_county	Fejér County	HU	Hungary	2832	596	934631	357337	2133	763
gyor_moson_sopron_county	Győr-Moson-Sopron County	HU	Hungary	3026	647	829289	263112	1760	504
hajdu_bihar_county	Hajdú-Bihar County	HU	Hungary	2926	633	905846	326355	1917	693
heves_county	Heves County	HU	Hungary	2605	569	568250	161398	1089	313
jasz_nagykun_szolnok_county	Jász-Nagykun-Szolnok County	HU	Hungary	2638	562	667662	219986	1508	458
komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	2768	581	571752	216359	1725	515
nograd_county	Nógrád County	HU	Hungary	2361	492	125546	39612	296	87
pest_county	Pest County	HU	Hungary	3178	745	2245534	801504	5867	1813
somogy_county	Somogy County	HU	Hungary	2651	560	836580	223904	1521	482
szabolcs_szatmar_bereg_county	Szabolcs-Szatmár-Bereg County	HU	Hungary	2722	607	999768	337463	2255	644
tolna_county	Tolna County	HU	Hungary	2463	507	217990	71198	584	183
vas_county	Vas County	HU	Hungary	2635	544	645569	180694	1493	364
veszprem_county	Veszprém County	HU	Hungary	2699	586	678419	184249	1595	447
zala_county	Zala County	HU	Hungary	2615	541	540536	173745	1317	399
