impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	BE	Belgium	3235	779	2273617	0	222599	6
1k_5k	1k - 5k	BE	Belgium	3593	1089	12704348	2541377	250451	48
5k_10k	5k - 10k	BE	Belgium	1813	719	13132224	6566769	140266	2958
10k_50k	10k - 50k	BE	Belgium	3280	869	108623128	21725060	616370	104571
50k_100k	50k - 100k	BE	Belgium	940	290	56654269	28327418	326712	88128
100k_200k	100k - 200k	BE	Belgium	596	182	67535063	33767700	425308	118364
200k_500k	200k - 500k	BE	Belgium	418	135	109726815	43890813	673142	160691
500k_1m	500k - 1m	BE	Belgium	126	61	43623734	21811889	230063	59280
