country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	f18_24	female (18-24)	5627	1330	15892351	6485337	121596	25524
NL	Netherlands	m18_24	male (18-24)	5436	1291	14160893	5771730	109170	21794
NL	Netherlands	m25_34	male (25-34)	6086	1432	11593517	4564348	91550	16596
NL	Netherlands	f25_34	female (25-34)	6410	1483	11334055	4439982	92710	17048
NL	Netherlands	f45_54	female (45-54)	5811	1386	10033374	3927504	92109	18420
NL	Netherlands	f35_44	female (35-44)	6245	1454	9035430	3564238	78602	15130
NL	Netherlands	f55_64	female (55-64)	4972	1282	8345637	3152728	80530	15867
NL	Netherlands	m45_54	male (45-54)	5440	1338	7579066	2951050	62838	11023
NL	Netherlands	m35_44	male (35-44)	5889	1396	7505980	2958295	60282	10731
NL	Netherlands	f65_	female (65+)	4460	1143	6919249	2605451	61925	12117
NL	Netherlands	m55_64	male (55-64)	4696	1243	5477641	2023131	49749	8635
NL	Netherlands	m65_	male (65+)	4269	1110	4354049	1588362	38479	6732
NL	Netherlands	f13_17	female (13-17)	852	253	2412144	1094437	5941	1119
NL	Netherlands	m13_17	male (13-17)	879	242	1835590	829013	4748	795
NL	Netherlands	u35_44	unknown (35-44)	4608	1177	119276	45063	1043	178
NL	Netherlands	u25_34	unknown (25-34)	4472	1147	95861	35689	841	137
NL	Netherlands	u45_54	unknown (45-54)	4022	1066	82558	30878	734	128
NL	Netherlands	u18_24	unknown (18-24)	3516	938	56998	21463	541	85
NL	Netherlands	u55_64	unknown (55-64)	3064	933	43116	15248	456	72
NL	Netherlands	u65_	unknown (65+)	2844	852	36744	12978	340	58
NL	Netherlands	u13_17	unknown (13-17)	493	185	8436	3813	23	3
