week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	PT	Portugal	140	50	1169190	553459	5460	971
w018	Week 18	2019-04-29	2019-05-05	PT	Portugal	333	106	5040470	2245416	16801	3757
w017	Week 17	2019-04-22	2019-04-28	PT	Portugal	755	152	3407169	1437078	14062	2592
w016	Week 16	2019-04-15	2019-04-21	PT	Portugal	910	186	3888379	1591083	9972	1378
w015	Week 15	2019-04-08	2019-04-14	PT	Portugal	957	325	7638482	2958884	25238	4062
w014	Week 14	2019-04-01	2019-04-07	PT	Portugal	710	304	4396890	1642901	13734	1779
w013	Week 13	2019-03-25	2019-03-31	PT	Portugal	531	235	2696555	963400	9739	1119
w012	Week 12	2019-03-18	2019-03-24	PT	Portugal	464	201	2574614	971809	8330	593
w011	Week 11	2019-03-11	2019-03-17	PT	Portugal	328	161	3178366	1288993	10563	1746
w010	Week 10	2019-03-04	2019-03-10	PT	Portugal	343	162	4753004	1870387	14492	2063
w009	Week 9	2019-02-25	2019-03-03	PT	Portugal	146	78	614583	221407	2273	304
w008	Week 8	2019-02-18	2019-02-24	PT	Portugal	101	58	1214921	500859	3490	888
w007	Week 7	2019-02-11	2019-02-17	PT	Portugal	82	53	231736	64110	1018	36
w006	Week 6	2019-02-04	2019-02-10	PT	Portugal	63	35	282544	113913	1289	182
w005	Week 5	2019-01-28	2019-02-03	PT	Portugal	78	27	38718	16727	244	23
w004	Week 4	2019-01-21	2019-01-27	PT	Portugal	70	27	95470	37218	561	68
w003	Week 3	2019-01-14	2019-01-20	PT	Portugal	76	28	348804	136856	1557	252
w002	Week 2	2019-01-07	2019-01-13	PT	Portugal	48	22	278181	90940	847	105
w001	Week 1	2019-01-01	2019-01-06	PT	Portugal	39	18	111877	41439	410	58
