audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	SI	Slovenia	2337	574	3358292	1241681	16743	2195
m25_34	male (25-34)	SI	Slovenia	2584	642	3259595	1165537	17103	2107
f18_24	female (18-24)	SI	Slovenia	2444	585	2888605	1099511	13554	1959
m35_44	male (35-44)	SI	Slovenia	2501	626	2492169	852093	12939	1496
f25_34	female (25-34)	SI	Slovenia	2728	652	2270353	875834	11660	1675
f35_44	female (35-44)	SI	Slovenia	2630	634	1755633	660559	9106	1279
m45_54	male (45-54)	SI	Slovenia	2389	601	1663423	542487	9003	843
f45_54	female (45-54)	SI	Slovenia	2528	608	1223892	435706	6501	739
m55_64	male (55-64)	SI	Slovenia	1902	560	1013634	301801	6288	278
f55_64	female (55-64)	SI	Slovenia	1993	567	995222	316562	6539	323
f65_	female (65+)	SI	Slovenia	1766	499	607619	194418	4468	188
m65_	male (65+)	SI	Slovenia	1714	499	589291	179290	4022	161
f13_17	female (13-17)	SI	Slovenia	310	119	145730	53413	483	8
m13_17	male (13-17)	SI	Slovenia	300	114	93787	34606	341	9
u35_44	unknown (35-44)	SI	Slovenia	2271	563	67946	24463	359	45
u25_34	unknown (25-34)	SI	Slovenia	2307	564	63756	23229	341	42
u45_54	unknown (45-54)	SI	Slovenia	2000	509	19051	6503	110	12
u18_24	unknown (18-24)	SI	Slovenia	1772	456	14416	5392	71	10
u65_	unknown (65+)	SI	Slovenia	1291	419	6438	1992	41	1
u55_64	unknown (55-64)	SI	Slovenia	1382	452	5578	1680	38	1
u13_17	unknown (13-17)	SI	Slovenia	205	94	486	182	1	0
