audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HR	Croatia	94	36	225145	68725	1092	29
m45_54	male (45-54)	HR	Croatia	94	35	197665	56746	1051	35
m35_44	male (35-44)	HR	Croatia	94	36	186233	52586	1038	31
m18_24	male (18-24)	HR	Croatia	90	34	183189	64552	857	25
f45_54	female (45-54)	HR	Croatia	96	35	174853	53297	877	39
f18_24	female (18-24)	HR	Croatia	89	33	159490	57772	573	15
f55_64	female (55-64)	HR	Croatia	95	35	153363	42883	993	29
f25_34	female (25-34)	HR	Croatia	96	36	151462	49564	667	22
f35_44	female (35-44)	HR	Croatia	93	34	139684	42469	690	29
m55_64	male (55-64)	HR	Croatia	94	35	128657	34524	779	21
f65_	female (65+)	HR	Croatia	86	31	87067	23322	512	13
m65_	male (65+)	HR	Croatia	85	31	71814	18961	433	10
u25_34	unknown (25-34)	HR	Croatia	82	32	4507	1405	22	0
u35_44	unknown (35-44)	HR	Croatia	78	33	3727	1061	16	0
u45_54	unknown (45-54)	HR	Croatia	75	31	1509	397	14	0
u65_	unknown (65+)	HR	Croatia	67	23	775	193	5	0
u55_64	unknown (55-64)	HR	Croatia	55	24	462	125	2	0
m13_17	male (13-17)	HR	Croatia	7	4	398	154	3	0
u18_24	unknown (18-24)	HR	Croatia	43	20	387	132	1	0
f13_17	female (13-17)	HR	Croatia	7	4	210	85	1	0
u13_17	unknown (13-17)	HR	Croatia	5	3	3	0	0	0
