country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	m25_34	male (25-34)	1994	555	2560576	925679	11848	1514
LV	Latvia	f25_34	female (25-34)	2147	568	2302358	848087	11431	1383
LV	Latvia	f35_44	female (35-44)	2162	553	1964052	673584	10741	1049
LV	Latvia	m35_44	male (35-44)	2010	541	1870625	639639	9226	1001
LV	Latvia	f18_24	female (18-24)	1880	511	1823571	693652	7187	982
LV	Latvia	f45_54	female (45-54)	2031	528	1653165	546272	8695	774
LV	Latvia	m18_24	male (18-24)	1771	505	1634349	615835	6708	985
LV	Latvia	f55_64	female (55-64)	1541	486	1395099	441736	6882	547
LV	Latvia	m45_54	male (45-54)	1889	514	1114118	366460	5151	529
LV	Latvia	f65_	female (65+)	1350	434	691327	212233	3371	289
LV	Latvia	m55_64	male (55-64)	1442	475	625010	194484	2766	236
LV	Latvia	m65_	male (65+)	1289	424	267953	82178	1220	105
LV	Latvia	f13_17	female (13-17)	235	92	99886	33438	252	8
LV	Latvia	m13_17	male (13-17)	218	89	64261	20902	226	5
LV	Latvia	u35_44	unknown (35-44)	1798	478	17952	6292	92	11
LV	Latvia	u25_34	unknown (25-34)	1719	471	14459	5239	68	9
LV	Latvia	u45_54	unknown (45-54)	1551	428	5601	1887	29	3
LV	Latvia	u18_24	unknown (18-24)	1328	378	3649	1359	17	2
LV	Latvia	u55_64	unknown (55-64)	1035	380	2673	864	11	1
LV	Latvia	u65_	unknown (65+)	945	354	1610	487	8	0
LV	Latvia	u13_17	unknown (13-17)	154	65	203	65	0	0
