recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	CZ	Czechia	953	145	2258373	734609	7185	1652
rd2	Last 2 days	2019-05-14	2019-05-15	CZ	Czechia	1186	162	5312574	1715605	17848	4036
rd3	Last 3 days	2019-05-13	2019-05-15	CZ	Czechia	1420	175	8810206	2842103	30185	6937
rd4	Last 4 days	2019-05-12	2019-05-15	CZ	Czechia	1672	186	12075413	3899173	41814	9780
rd5	Last 5 days	2019-05-11	2019-05-15	CZ	Czechia	1722	192	14603483	4811494	51001	12086
rd6	Last 6 days	2019-05-10	2019-05-15	CZ	Czechia	2632	200	21909746	6962869	79596	19040
rw1	Last week	2019-05-09	2019-05-15	CZ	Czechia	2697	204	25028284	8192508	91875	22067
rw2	Last 2 weeks	2019-05-02	2019-05-15	CZ	Czechia	3342	261	41055043	13961384	149649	37264
rw3	Last 3 weeks	2019-04-25	2019-05-15	CZ	Czechia	4335	329	55392347	18898367	208850	55192
rw4	Last 4 weeks	2019-04-18	2019-05-15	CZ	Czechia	4771	398	63347630	21361787	233878	61421
rm1	Last month	2019-04-16	2019-05-15	CZ	Czechia	4878	416	65377452	22086462	242420	63233
rm2	Last 2 months	2019-03-17	2019-05-15	CZ	Czechia	6293	793	84720398	29389260	330264	80959
rm3	Last 3 months	2019-02-15	2019-05-15	CZ	Czechia	6645	877	87432486	30247951	338776	82460
rm6	Last 6 months	2019-01-01	2019-05-15	CZ	Czechia	6819	915	88305633	30588374	341926	83245
