recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	HR	Croatia	253	80	1166212	375310	4250	192
rd2	Last 2 days	2019-05-12	2019-05-13	HR	Croatia	305	89	2915393	941562	10416	545
rd3	Last 3 days	2019-05-11	2019-05-13	HR	Croatia	351	97	4683408	1497196	16403	916
rd4	Last 4 days	2019-05-10	2019-05-13	HR	Croatia	420	100	6608983	2108356	22538	1305
rd5	Last 5 days	2019-05-09	2019-05-13	HR	Croatia	454	106	8288515	2637686	27209	1581
rd6	Last 6 days	2019-05-08	2019-05-13	HR	Croatia	470	110	9477575	3010062	30505	1799
rw1	Last week	2019-05-07	2019-05-13	HR	Croatia	508	116	11687434	3804141	35627	2448
rw2	Last 2 weeks	2019-04-30	2019-05-13	HR	Croatia	718	158	21019272	7363296	61853	5451
rw3	Last 3 weeks	2019-04-23	2019-05-13	HR	Croatia	928	193	28263763	10318107	89515	9801
rw4	Last 4 weeks	2019-04-16	2019-05-13	HR	Croatia	1084	249	29165578	10596610	93670	9993
rm1	Last month	2019-04-14	2019-05-13	HR	Croatia	1190	270	29876954	10860064	95438	10149
rm2	Last 2 months	2019-03-15	2019-05-13	HR	Croatia	2047	558	36445631	13310018	119327	12475
rm3	Last 3 months	2019-02-13	2019-05-13	HR	Croatia	2346	628	38981022	14262203	130121	13679
rm6	Last 6 months	2019-01-01	2019-05-13	HR	Croatia	2490	659	39447002	14428187	133224	13881
