recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	PT	Portugal	137	56	410197	179324	892	192
rd2	Last 2 days	2019-05-11	2019-05-12	PT	Portugal	169	61	885914	383271	2032	484
rd3	Last 3 days	2019-05-10	2019-05-12	PT	Portugal	179	68	1389436	586068	3337	762
rd4	Last 4 days	2019-05-09	2019-05-12	PT	Portugal	200	72	2837522	1254854	5308	999
rd5	Last 5 days	2019-05-08	2019-05-12	PT	Portugal	207	75	3156054	1399367	6022	1115
rd6	Last 6 days	2019-05-07	2019-05-12	PT	Portugal	215	79	4158115	1840264	8317	1559
rw1	Last week	2019-05-06	2019-05-12	PT	Portugal	225	85	4646666	2071226	10239	1900
rw2	Last 2 weeks	2019-04-29	2019-05-12	PT	Portugal	456	145	9667340	4367274	25064	5549
rw3	Last 3 weeks	2019-04-22	2019-05-12	PT	Portugal	985	223	13093108	5816831	39159	8135
rw4	Last 4 weeks	2019-04-15	2019-05-12	PT	Portugal	1622	317	17091689	7462434	49287	9520
rm1	Last month	2019-04-13	2019-05-12	PT	Portugal	1735	365	19409254	8393664	55709	10488
rm2	Last 2 months	2019-03-14	2019-05-12	PT	Portugal	3213	872	38602256	15722286	120988	19330
rm3	Last 3 months	2019-02-12	2019-05-12	PT	Portugal	3660	1010	46178139	18658062	146234	22647
rm6	Last 6 months	2019-01-01	2019-05-12	PT	Portugal	3866	1052	48273402	19431766	153117	23500
