country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	w020	Week 20	2019-05-13	2019-05-13	1565	286	4377283	1348231	39131	9525
SE	Sweden	w019	Week 19	2019-05-06	2019-05-12	2485	406	33630341	10671827	317011	79270
SE	Sweden	w018	Week 18	2019-04-29	2019-05-05	2002	382	17446510	5763342	133336	33003
SE	Sweden	w017	Week 17	2019-04-22	2019-04-28	1407	366	6779073	2313015	55326	14200
SE	Sweden	w016	Week 16	2019-04-15	2019-04-21	1345	429	7833108	2840612	53052	14422
SE	Sweden	w015	Week 15	2019-04-08	2019-04-14	1849	630	11071447	3920003	98007	23452
SE	Sweden	w014	Week 14	2019-04-01	2019-04-07	1505	556	8640596	2919396	83451	19216
SE	Sweden	w013	Week 13	2019-03-25	2019-03-31	1257	435	9179134	3307805	82982	21607
SE	Sweden	w012	Week 12	2019-03-18	2019-03-24	1080	362	7521538	2762306	65440	16694
SE	Sweden	w011	Week 11	2019-03-11	2019-03-17	913	334	9299630	3347464	82151	20111
SE	Sweden	w010	Week 10	2019-03-04	2019-03-10	1191	359	9360509	3354168	74554	18269
SE	Sweden	w009	Week 9	2019-02-25	2019-03-03	474	167	5795445	2043718	25081	6018
SE	Sweden	w008	Week 8	2019-02-18	2019-02-24	258	93	2753431	1048752	10121	2644
SE	Sweden	w007	Week 7	2019-02-11	2019-02-17	239	86	1179634	325415	8274	1605
SE	Sweden	w006	Week 6	2019-02-04	2019-02-10	202	68	1560305	459435	12441	2992
SE	Sweden	w005	Week 5	2019-01-28	2019-02-03	295	61	2041456	667467	16417	4311
SE	Sweden	w004	Week 4	2019-01-21	2019-01-27	252	62	2666286	1006115	24156	5910
SE	Sweden	w003	Week 3	2019-01-14	2019-01-20	244	55	2368733	874472	19410	4730
SE	Sweden	w002	Week 2	2019-01-07	2019-01-13	220	49	2459075	838522	17920	5027
SE	Sweden	w001	Week 1	2019-01-01	2019-01-06	154	33	881068	322514	8882	2135
