spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	DK	Denmark	7517	1303	23247539	5485275	189087	22339
50_100	50 - 100	DK	Denmark	5060	1125	12863052	3375545	76712	25227
100_1k	100 - 1k	DK	Denmark	2087	513	49706215	15339543	460998	118231
1k_5k	1k - 5k	DK	Denmark	191	62	13816789	6277832	186728	51943
5k_10k	5k - 10k	DK	Denmark	35	19	2209029	1004509	42187	8461
10k_50k	10k - 50k	DK	Denmark	1	1	10888	5444	484	96
