impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	SI	Slovenia	272	117	79149	0	7733	0
1k_5k	1k - 5k	SI	Slovenia	497	189	753311	150692	14809	0
5k_10k	5k - 10k	SI	Slovenia	271	149	664559	332312	6572	6
10k_50k	10k - 50k	SI	Slovenia	637	229	4629877	925994	11484	590
50k_100k	50k - 100k	SI	Slovenia	213	98	1793615	896816	5983	1087
100k_200k	100k - 200k	SI	Slovenia	133	55	1678912	839460	5077	1362
200k_500k	200k - 500k	SI	Slovenia	121	55	4562709	1825087	16496	4361
500k_1m	500k - 1m	SI	Slovenia	66	34	1359489	679745	6810	1452
