day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d132	2019-05-12	FR	France	793	181	2446401	908306	12640	2555
d131	2019-05-11	FR	France	849	202	2522474	925300	14126	2614
d130	2019-05-10	FR	France	877	211	3112226	1151498	16387	3232
d129	2019-05-09	FR	France	868	221	3380446	1282964	15957	3291
d128	2019-05-08	FR	France	768	209	665701	238734	5370	691
d127	2019-05-07	FR	France	742	197	680747	228142	6680	720
d126	2019-05-06	FR	France	753	213	860042	275949	6931	858
d125	2019-05-05	FR	France	742	220	658554	240984	5554	644
d124	2019-05-04	FR	France	744	225	760794	294058	5149	757
d123	2019-05-03	FR	France	793	236	9458076	4271472	42467	9623
d122	2019-05-02	FR	France	793	225	904581	327365	6705	937
d121	2019-05-01	FR	France	785	221	784507	287830	5163	740
d120	2019-04-30	FR	France	944	254	2485217	1034183	24851	5229
d119	2019-04-29	FR	France	973	252	1107944	409666	8022	1168
d118	2019-04-28	FR	France	927	259	915871	350733	6325	1018
d117	2019-04-27	FR	France	947	276	988619	373623	6736	1050
d116	2019-04-26	FR	France	1059	285	1102766	420179	8565	1236
d115	2019-04-25	FR	France	1023	282	1286059	500879	8911	1362
d114	2019-04-24	FR	France	1074	294	3616687	1528220	15920	3260
d113	2019-04-23	FR	France	1080	308	1237326	469422	9752	1367
d112	2019-04-22	FR	France	1067	306	1067882	433712	7709	1196
d111	2019-04-21	FR	France	1093	327	1082623	433692	8113	1180
d110	2019-04-20	FR	France	1114	357	1192885	488673	8515	1290
d109	2019-04-19	FR	France	1204	382	1203785	479407	8433	1268
d108	2019-04-18	FR	France	1253	415	1892024	582528	16660	2502
d107	2019-04-17	FR	France	1241	430	1284997	457654	9466	1300
d106	2019-04-16	FR	France	1304	456	5465342	2561265	30822	5343
d105	2019-04-15	FR	France	1477	522	2002007	714510	20410	1838
d104	2019-04-14	FR	France	1423	542	2309606	883125	17965	3406
d103	2019-04-13	FR	France	1470	574	3003025	1212296	19867	3318
d102	2019-04-12	FR	France	1617	608	3023310	1073109	23403	3333
d101	2019-04-11	FR	France	1548	612	4863176	1839673	29113	4235
d100	2019-04-10	FR	France	1430	616	2656901	950451	20279	2272
d099	2019-04-09	FR	France	1441	612	3184126	1282563	29460	5142
d098	2019-04-08	FR	France	1408	625	3604429	1518671	29212	8579
d097	2019-04-07	FR	France	1397	612	2614202	985503	18790	2565
d096	2019-04-06	FR	France	1395	613	2013371	759591	15780	2068
d095	2019-04-05	FR	France	1670	633	4346932	1530052	59176	5816
d094	2019-04-04	FR	France	1315	599	3194283	1272207	37102	6799
d093	2019-04-03	FR	France	1208	565	3001010	1206660	23034	3496
d092	2019-04-02	FR	France	1177	550	2699273	906064	26530	3568
d091	2019-04-01	FR	France	1101	519	3042499	1198485	31173	4724
d090	2019-03-31	FR	France	1112	508	2432098	920713	28684	4778
d089	2019-03-30	FR	France	1147	517	1803473	626750	14409	2042
d088	2019-03-29	FR	France	1210	550	2750967	976804	21139	3817
d087	2019-03-28	FR	France	1226	518	2322035	824358	19539	2914
