impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	SE	Sweden	3156	794	2482598	0	44151	2455
1k_5k	1k - 5k	SE	Sweden	3346	959	12963746	2593267	123802	26653
5k_10k	5k - 10k	SE	Sweden	1410	508	10616872	5308966	134866	37785
10k_50k	10k - 50k	SE	Sweden	2357	590	74154496	14831195	545839	126851
50k_100k	50k - 100k	SE	Sweden	511	194	20691032	10345619	185729	63423
100k_200k	100k - 200k	SE	Sweden	299	111	21785109	10892609	268876	63907
200k_500k	200k - 500k	SE	Sweden	211	91	28554362	11421767	223072	49559
500k_1m	500k - 1m	SE	Sweden	84	48	16511291	8255654	93049	30100
