audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	HU	Hungary	5164	1484	27227390	11540859	57791	19298
m25_34	male (25-34)	HU	Hungary	5725	1578	25543896	10667122	61105	19355
f55_64	female (55-64)	HU	Hungary	5042	1470	22198101	8954416	52997	19145
m35_44	male (35-44)	HU	Hungary	5684	1567	20679892	8545280	48947	16192
f65_	female (65+)	HU	Hungary	4511	1354	19271925	7479859	49039	17231
f18_24	female (18-24)	HU	Hungary	5296	1498	18600663	7820994	35041	11137
m45_54	male (45-54)	HU	Hungary	5510	1519	17216338	7066746	41292	14270
f25_34	female (25-34)	HU	Hungary	5867	1591	14882270	6215316	32449	10099
m55_64	male (55-64)	HU	Hungary	4917	1445	14714328	5901955	35406	12445
f45_54	female (45-54)	HU	Hungary	5678	1544	14291944	5919286	33507	11792
f35_44	female (35-44)	HU	Hungary	5845	1582	13676321	5673655	30796	10104
m65_	male (65+)	HU	Hungary	4431	1341	11652271	4542567	29565	10046
f13_17	female (13-17)	HU	Hungary	1045	575	858408	341993	1854	368
m13_17	male (13-17)	HU	Hungary	1067	604	826495	335400	1898	403
u35_44	unknown (35-44)	HU	Hungary	4265	1016	127498	51395	390	106
u25_34	unknown (25-34)	HU	Hungary	3987	947	93747	37970	292	79
u45_54	unknown (45-54)	HU	Hungary	3781	880	57357	22982	182	50
u65_	unknown (65+)	HU	Hungary	2764	708	37290	14283	101	31
u55_64	unknown (55-64)	HU	Hungary	2918	772	30711	12099	79	25
u18_24	unknown (18-24)	HU	Hungary	2780	705	28330	11609	88	22
u13_17	unknown (13-17)	HU	Hungary	319	134	1530	621	3	0
