country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	0_50	0 - 50	9362	1966	76265249	19525916	598666	175
BE	Belgium	50_100	50 - 100	9524	1939	1851786	606772	11086	1653
BE	Belgium	100_1k	100 - 1k	2600	568	163832961	66293521	819817	220676
BE	Belgium	1k_5k	1k - 5k	276	79	81419154	36355327	750576	150637
BE	Belgium	5k_10k	5k - 10k	12	10	1148926	573852	12087	5824
BE	Belgium	10k_50k	10k - 50k	2	2	1022461	511231	50998	10199
