gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u	unknown	BE	Belgium	sp.a	sp.a	57253967150	Facebook	400	1	135828	54909	610	136
u	unknown	BE	Belgium	European Parliament		178362315106	Facebook	167	1	90927	38431	642	133
u	unknown	BE	Belgium	Sign for my Future		1345513882259768	Facebook	71	1	79622	35592	517	129
u	unknown	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	114	1	76490	31620	262	67
u	unknown	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	66	1	68237	31534	457	100
u	unknown	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	94	1	62461	29849	240	51
u	unknown	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	93	1	56213	24128	514	123
u	unknown	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	71	1	53755	22622	1152	255
u	unknown	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	16	1	38812	16809	376	95
u	unknown	BE	Belgium	Kialo		729627343834501	Facebook	368	1	37845	14506	295	67
u	unknown	BE	Belgium	DéFI	DéFI	173518112695794	Facebook	143	1	36670	8796	255	24
u	unknown	BE	Belgium	Groen	Groen	84920854319	Facebook	177	1	32593	10996	175	22
u	unknown	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	78	1	32168	12881	125	25
u	unknown	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	266	1	31829	11987	231	43
u	unknown	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	85	1	24634	9720	67	3
u	unknown	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	24153	10266	100	38
u	unknown	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	97	1	23982	7760	154	30
u	unknown	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	211	1	22069	6713	215	28
u	unknown	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	22	1	21508	8976	144	35
u	unknown	BE	Belgium	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	61	1	20455	5731	115	15
u	unknown	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	82	1	18777	7687	105	21
u	unknown	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	13	1	16687	6955	69	19
u	unknown	BE	Belgium	Greenpeace Belgium		73232790238	Facebook	64	1	15443	5261	159	18
u	unknown	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	64	1	12543	4601	129	31
u	unknown	BE	Belgium	MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	42	1	11452	3863	81	13
