audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CY	Cyprus	1726	424	3393787	1156091	14892	1436
m18_24	male (18-24)	CY	Cyprus	1601	394	2825269	975639	11216	1202
m35_44	male (35-44)	CY	Cyprus	1690	417	2653215	868159	11832	986
m45_54	male (45-54)	CY	Cyprus	1631	405	2130722	665591	9771	631
f25_34	female (25-34)	CY	Cyprus	1803	446	1990455	711577	9236	1118
f35_44	female (35-44)	CY	Cyprus	1760	435	1835747	638168	8618	912
f18_24	female (18-24)	CY	Cyprus	1661	412	1771526	637516	7117	904
m55_64	male (55-64)	CY	Cyprus	1503	377	1728244	492625	7535	282
f45_54	female (45-54)	CY	Cyprus	1703	422	1568786	517252	7065	604
f55_64	female (55-64)	CY	Cyprus	1563	391	1324504	392303	5461	260
m65_	male (65+)	CY	Cyprus	1391	347	1048517	300475	4655	175
f65_	female (65+)	CY	Cyprus	1430	354	762960	225952	3233	145
f13_17	female (13-17)	CY	Cyprus	214	67	90719	30144	260	12
m13_17	male (13-17)	CY	Cyprus	207	65	78791	27366	250	14
u35_44	unknown (35-44)	CY	Cyprus	1546	385	65823	22094	287	24
u25_34	unknown (25-34)	CY	Cyprus	1499	378	48330	16499	211	18
u45_54	unknown (45-54)	CY	Cyprus	1400	360	27266	9136	123	9
u55_64	unknown (55-64)	CY	Cyprus	1170	325	13349	4064	60	2
u65_	unknown (65+)	CY	Cyprus	1060	304	8798	2734	40	2
u18_24	unknown (18-24)	CY	Cyprus	924	310	4108	1517	16	2
u13_17	unknown (13-17)	CY	Cyprus	106	49	224	79	0	0
