platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	CY	Cyprus	European Parliament		178362315106	Facebook	20	1	2927936	1285660	15126	3187
f	Facebook	CY	Cyprus	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	84	1	2579853	770147	9475	299
f	Facebook	CY	Cyprus	Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	28	1	1519718	563492	5524	699
f	Facebook	CY	Cyprus	European Parliament Office in Cyprus		205478755729	Facebook	9	1	1498460	659277	6983	1298
f	Facebook	CY	Cyprus	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	65	1	1291859	270982	6433	0
f	Facebook	CY	Cyprus	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	22	1	1025369	401934	3381	300
f	Facebook	CY	Cyprus	Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	22	1	964655	228535	2163	0
f	Facebook	CY	Cyprus	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	48	1	950814	208965	4751	0
f	Facebook	CY	Cyprus	Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	19	1	785877	195975	2280	100
f	Facebook	CY	Cyprus	Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	24	1	762792	166963	2375	0
f	Facebook	CY	Cyprus	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	23	1	564367	121475	2261	0
f	Facebook	CY	Cyprus	Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	28	1	520877	118980	2771	0
f	Facebook	CY	Cyprus	γυρίζουμε		278308089460720	Facebook	6	1	499467	220182	3382	780
f	Facebook	CY	Cyprus	Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	38	1	467918	131986	3761	0
f	Facebook	CY	Cyprus	UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	7	1	427309	184337	762	40
f	Facebook	CY	Cyprus	Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	13	1	386913	112984	1286	0
f	Facebook	CY	Cyprus	Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	9	1	379716	114887	890	0
f	Facebook	CY	Cyprus	Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	11	1	374896	77981	1088	0
f	Facebook	CY	Cyprus	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	5	1	365413	155937	2740	531
f	Facebook	CY	Cyprus	Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	16	1	360916	80985	1583	0
f	Facebook	CY	Cyprus	AKEL Türkçe	ΑΚΕΛ - AKEL	811609932267686	Facebook	6	1	360344	161682	992	99
f	Facebook	CY	Cyprus	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	15	1	338019	139989	600	153
f	Facebook	CY	Cyprus	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	39	1	309400	141387	482	121
f	Facebook	CY	Cyprus	Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	4	1	207711	71538	712	99
f	Facebook	CY	Cyprus	Power Beach		484571345318227	Facebook	1	1	199485	99743	98	0
