week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	IT	Italy	4533	818	92238220	33029563	471942	48225
w019	Week 19	2019-05-06	2019-05-12	IT	Italy	4243	882	84364097	30689803	433602	52048
w018	Week 18	2019-04-29	2019-05-05	IT	Italy	3073	884	50376975	18322363	261320	31573
w017	Week 17	2019-04-22	2019-04-28	IT	Italy	2072	808	25797418	9615103	114461	14519
w016	Week 16	2019-04-15	2019-04-21	IT	Italy	2102	1014	17288826	6100487	104961	8739
w015	Week 15	2019-04-08	2019-04-14	IT	Italy	3069	1501	34723100	12391575	198063	18760
w014	Week 14	2019-04-01	2019-04-07	IT	Italy	2733	1413	31073003	10766990	164082	14680
w013	Week 13	2019-03-25	2019-03-31	IT	Italy	2429	1226	31953225	11809036	156584	14839
w012	Week 12	2019-03-18	2019-03-24	IT	Italy	2411	1234	29591768	10442882	150366	12301
w011	Week 11	2019-03-11	2019-03-17	IT	Italy	2004	1102	26079931	9475176	141688	11695
w010	Week 10	2019-03-04	2019-03-10	IT	Italy	1484	824	21490720	7539902	102050	8323
w009	Week 9	2019-02-25	2019-03-03	IT	Italy	793	410	14790330	5705895	66584	8498
w008	Week 8	2019-02-18	2019-02-24	IT	Italy	426	183	5430493	2182700	26434	3577
w007	Week 7	2019-02-11	2019-02-17	IT	Italy	409	151	4905691	1879074	36049	4240
w006	Week 6	2019-02-04	2019-02-10	IT	Italy	318	132	4061225	1449746	24426	3146
w005	Week 5	2019-01-28	2019-02-03	IT	Italy	284	117	1595701	569445	8976	580
w004	Week 4	2019-01-21	2019-01-27	IT	Italy	314	106	3353971	1288567	18303	1475
w003	Week 3	2019-01-14	2019-01-20	IT	Italy	276	99	2546803	949074	18771	2069
w002	Week 2	2019-01-07	2019-01-13	IT	Italy	272	87	2781925	886609	20138	1756
w001	Week 1	2019-01-01	2019-01-06	IT	Italy	223	72	2356056	813858	13603	1008
