recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	RO	Romania	679	153	8765217	3609961	14906	3220
rd2	Last 2 days	2019-05-12	2019-05-13	RO	Romania	767	166	19078059	7838196	32177	6982
rd3	Last 3 days	2019-05-11	2019-05-13	RO	Romania	915	181	31314569	12899381	52585	11526
rd4	Last 4 days	2019-05-10	2019-05-13	RO	Romania	1033	206	49446904	20607818	88720	19189
rd5	Last 5 days	2019-05-09	2019-05-13	RO	Romania	1095	214	61413204	25688715	114262	24813
rd6	Last 6 days	2019-05-08	2019-05-13	RO	Romania	1160	223	74103845	31105562	141623	30879
rw1	Last week	2019-05-07	2019-05-13	RO	Romania	1236	231	84654549	35619736	164683	35987
rw2	Last 2 weeks	2019-04-30	2019-05-13	RO	Romania	1662	305	136142319	58021313	273909	62677
rw3	Last 3 weeks	2019-04-23	2019-05-13	RO	Romania	2269	405	183665008	78256222	359284	85145
rw4	Last 4 weeks	2019-04-16	2019-05-13	RO	Romania	2822	522	228664310	97545966	454275	107403
rm1	Last month	2019-04-14	2019-05-13	RO	Romania	3037	564	235728629	100382418	468488	110177
rm2	Last 2 months	2019-03-15	2019-05-13	RO	Romania	4667	1025	277714703	116528201	576153	128658
rm3	Last 3 months	2019-02-13	2019-05-13	RO	Romania	5118	1126	287032660	120129095	598564	132169
rm6	Last 6 months	2019-01-01	2019-05-13	RO	Romania	5341	1164	292359371	122248560	606883	133837
