audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	331	1	1872350	584344	14682	3803
m25_34	male (25-34)	DK	Denmark	European Parliament		178362315106	Facebook	66	1	551403	228481	5706	1165
m25_34	male (25-34)	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	346	1	481245	116983	3540	786
m25_34	male (25-34)	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	126	1	423645	117165	3898	1069
m25_34	male (25-34)	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	33	1	326830	120252	4910	1157
m25_34	male (25-34)	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	98	1	278525	94416	3177	941
m25_34	male (25-34)	DK	Denmark	Kialo		729627343834501	Facebook	347	1	241878	93263	1896	518
m25_34	male (25-34)	DK	Denmark	Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	34	1	203861	52118	1644	407
m25_34	male (25-34)	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	195625	81030	2154	610
m25_34	male (25-34)	DK	Denmark	Facebook Nordic	Facebook	334318366655425	Facebook	4	1	149296	74648	999	499
m25_34	male (25-34)	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	66	1	148456	57338	1365	360
m25_34	male (25-34)	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	106	1	147156	33122	538	96
m25_34	male (25-34)	DK	Denmark	Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	63	1	122634	35047	831	221
m25_34	male (25-34)	DK	Denmark	Morten Østergaard	Radikale Venstre	252520351444054	Facebook	36	1	122392	27074	621	133
m25_34	male (25-34)	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	21	1	116260	39406	1706	466
m25_34	male (25-34)	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	73	1	114995	35303	972	201
m25_34	male (25-34)	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	23	1	105566	36924	338	130
m25_34	male (25-34)	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	104564	33712	633	181
m25_34	male (25-34)	DK	Denmark	GetBarry		1351813504859326	Facebook	23	1	101890	23533	1083	128
m25_34	male (25-34)	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	52	1	99024	32759	802	213
m25_34	male (25-34)	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	42	1	97713	35846	688	191
m25_34	male (25-34)	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	95645	39965	1125	256
m25_34	male (25-34)	DK	Denmark	SF	SF	74796954245	Facebook	43	1	87428	23712	790	193
m25_34	male (25-34)	DK	Denmark	Naser Khader		1995019340791443	Facebook	14	1	86657	27266	938	220
m25_34	male (25-34)	DK	Denmark	Claus Hasselmanns - Folketingskandidat		611297145887529	Facebook	22	1	79902	25614	439	102
