region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
attica_region	Attica (region)	EL	Greece	5965	1133	52062730	18732508	218348	19306
central_greece_region	Central Greece (region)	EL	Greece	4308	817	1080555	321888	7726	193
central_macedonia	Central Macedonia	EL	Greece	4952	968	13404718	4531433	61977	3283
crete	Crete	EL	Greece	4119	807	4262362	1412703	14812	489
eastern_macedonia_and_thrace	Eastern Macedonia and Thrace	EL	Greece	3985	778	4536757	1435688	20104	676
epirus_region	Epirus (region)	EL	Greece	3910	769	2469101	631110	12029	374
ionian_islands_region	Ionian Islands (region)	EL	Greece	3771	762	257666	67518	958	23
northern_aegean	Northern Aegean	EL	Greece	3635	719	368212	113501	2457	47
peloponnese_region	Peloponnese (region)	EL	Greece	4017	785	2414881	635796	14884	199
southern_aegean	Southern Aegean	EL	Greece	3970	795	4154095	1198821	12923	537
thessaly	Thessaly	EL	Greece	4166	821	2663171	917656	14153	435
western_greece	Western Greece	EL	Greece	4178	806	3583186	1068219	22394	414
western_macedonia	Western Macedonia	EL	Greece	3581	694	556648	184445	3229	161
