region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
baranya_county	Baranya County	HU	Hungary	3405	633	862163	272774	2173	626
borsod_abauj_zemplen_county	Borsod-Abaúj-Zemplén County	HU	Hungary	3442	675	1710968	593549	3315	1049
budapest	Budapest	HU	Hungary	4520	928	22412860	8753103	51316	14922
bacs_kiskun_county	Bács-Kiskun County	HU	Hungary	3375	666	1528498	494093	3515	995
bekes_county	Békés County	HU	Hungary	3174	606	1140578	335283	2247	559
csongrad_county	Csongrád County	HU	Hungary	3451	667	1474016	565145	3255	1160
fejer_county	Fejér County	HU	Hungary	3397	635	1171011	421044	2611	898
gyor_moson_sopron_county	Győr-Moson-Sopron County	HU	Hungary	3608	694	1044714	343626	2268	673
hajdu_bihar_county	Hajdú-Bihar County	HU	Hungary	3473	676	1093991	396686	2327	820
heves_county	Heves County	HU	Hungary	3136	611	677037	194806	1389	405
jasz_nagykun_szolnok_county	Jász-Nagykun-Szolnok County	HU	Hungary	3163	604	997770	329434	2153	621
komarom_esztergom_county	Komárom-Esztergom County	HU	Hungary	3323	619	674322	262445	2006	647
nograd_county	Nógrád County	HU	Hungary	2860	531	172894	69260	353	112
pest_county	Pest County	HU	Hungary	3772	795	2911442	1084438	7481	2361
somogy_county	Somogy County	HU	Hungary	3188	596	941514	257365	1668	543
szabolcs_szatmar_bereg_county	Szabolcs-Szatmár-Bereg County	HU	Hungary	3250	651	1163229	404780	2545	750
tolna_county	Tolna County	HU	Hungary	2988	542	246243	82069	640	204
vas_county	Vas County	HU	Hungary	3144	583	716012	204760	1617	401
veszprem_county	Veszprém County	HU	Hungary	3235	622	842703	237112	2023	567
zala_county	Zala County	HU	Hungary	3126	578	579445	188807	1401	436
