country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	13_17	13-17	466	162	747767	282914	3147	173
SK	Slovakia	18_24	18-24	4599	735	23934416	8641827	124215	14864
SK	Slovakia	25_34	25-34	5962	802	29474871	10325097	172470	19725
SK	Slovakia	35_44	35-44	6059	789	20233545	6864264	137724	13724
SK	Slovakia	45_54	45-54	5743	741	12010970	3916838	94204	7781
SK	Slovakia	55_64	55-64	4746	692	8924849	2669446	80003	4510
SK	Slovakia	65_	65+	4117	610	5120920	1497516	47189	2426
