gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	EL	Greece	8510	1458	92557753	34280373	354532	36139
m	male	EL	Greece	8249	1438	160108664	58573204	603442	57189
u	unknown	EL	Greece	7458	1366	1445286	530151	5676	595
