audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	PL	Poland	6119	1445	23414156	8948003	61631	12510
m25_34	male (25-34)	PL	Poland	6871	1591	21568887	8267003	64434	13100
f18_24	female (18-24)	PL	Poland	6349	1475	20305831	7932137	50908	11148
f25_34	female (25-34)	PL	Poland	7155	1630	15880188	6205983	44388	9072
m35_44	male (35-44)	PL	Poland	6832	1572	14869211	5432503	44084	8469
f35_44	female (35-44)	PL	Poland	7134	1610	14312727	5248500	40215	7893
f55_64	female (55-64)	PL	Poland	6096	1415	11245799	3648409	35636	5905
f45_54	female (45-54)	PL	Poland	6866	1536	10066697	3509697	30047	5587
m45_54	male (45-54)	PL	Poland	6574	1501	8859035	3087189	27412	4947
f65_	female (65+)	PL	Poland	5076	1234	7069693	2236104	22594	3671
m55_64	male (55-64)	PL	Poland	5853	1384	6180737	2022523	19453	3132
m65_	male (65+)	PL	Poland	4884	1219	4304991	1404809	13426	2189
f13_17	female (13-17)	PL	Poland	815	258	2314650	835292	4107	448
m13_17	male (13-17)	PL	Poland	777	249	1703176	616719	3187	367
u35_44	unknown (35-44)	PL	Poland	5251	1312	180097	65130	634	121
u25_34	unknown (25-34)	PL	Poland	4617	1225	115587	43077	429	86
u18_24	unknown (18-24)	PL	Poland	3509	1003	61299	21673	223	42
u45_54	unknown (45-54)	PL	Poland	4340	1133	59028	21015	219	42
u65_	unknown (65+)	PL	Poland	3104	914	35900	11789	121	19
u55_64	unknown (55-64)	PL	Poland	3193	926	26298	8812	87	14
u13_17	unknown (13-17)	PL	Poland	444	193	6303	2254	15	1
