advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rm3	Last 3 months	1946	1	292366053	130095999	1484633	371939
Podemos	Unidas Podemos	269212336568846	Facebook	rm3	Last 3 months	333	1	105271666	47099000	623566	162200
Ciudadanos	Ciudadanos	74078667754	Facebook	rm3	Last 3 months	6229	1	90960771	27826999	885171	68300
Partido Popular	Partido Popular	72249031214	Facebook	rm3	Last 3 months	3644	1	81745355	28176999	586556	61100
SPD	SPD	47930567748	Facebook	rm3	Last 3 months	9593	1	58702407	16823000	1187907	64400
Kialo		729627343834501	Facebook	rm3	Last 3 months	664	1	57891335	22030000	320322	73116
COALICION CANARIA		AR489541609348661248	Google	rm3	Last 3 months	4731	1	54240000	769999	236549	0
European Greens		141366725876424	Facebook	rm3	Last 3 months	246	1	53958088	23700666	315121	78399
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rm3	Last 3 months	252	1	51255747	22989999	120358	27208
sp.a	sp.a	57253967150	Facebook	rm3	Last 3 months	450	1	47133550	19145000	226649	49900
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rm3	Last 3 months	103	1	43072897	19599999	95029	27187
AMERISOFT SRL		AR573801583431647232	Google	rm3	Last 3 months	172	1	41140000	4059999	8600	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	rm3	Last 3 months	173	1	39620000	3930000	8649	0
FDP	FDP	21289227249	Facebook	rm3	Last 3 months	2894	1	39250105	11926000	359106	19799
People's Vote UK	People's Vote	748608695327755	Facebook	rm3	Last 3 months	987	1	38985240	14389333	507972	106152
CDU	CDU	78502295414	Facebook	rm3	Last 3 months	3170	1	38647830	9275000	347030	8300
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rm3	Last 3 months	134	1	32572865	13616999	129366	41300
România în primul rând	Future Innovation	770704223323599	Facebook	rm3	Last 3 months	95	1	32214904	14081000	33596	8320
Britain's Future	Britain's Future	1625300137516491	Facebook	rm3	Last 3 months	2324	1	31300966	9142165	446094	59481
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rm3	Last 3 months	76	1	31275923	14497999	237424	60300
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rm3	Last 3 months	68	1	31115932	14483000	63839	28469
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rm3	Last 3 months	412	1	29999587	12267000	142387	26599
European Commission		107898832590939	Facebook	rm3	Last 3 months	88	1	29086911	13357000	116011	29600
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	rm3	Last 3 months	150	1	29035849	12425000	46758	12081
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rm3	Last 3 months	116	1	28158883	12279999	248183	57099
