recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	SI	Slovenia	65	27	532492	199274	2987	491
rd2	Last 2 days	2019-05-25	2019-05-26	SI	Slovenia	94	35	1184506	443313	6194	938
rd3	Last 3 days	2019-05-24	2019-05-26	SI	Slovenia	336	67	3717607	1276674	20897	2703
rd4	Last 4 days	2019-05-23	2019-05-26	SI	Slovenia	410	72	6357292	2185608	36837	4644
rd5	Last 5 days	2019-05-22	2019-05-26	SI	Slovenia	469	77	8725445	2983696	48796	5765
rd6	Last 6 days	2019-05-21	2019-05-26	SI	Slovenia	496	80	10958633	3758224	59724	7029
rw1	Last week	2019-05-20	2019-05-26	SI	Slovenia	513	81	12569624	4305092	67110	7891
rw2	Last 2 weeks	2019-05-13	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rw3	Last 3 weeks	2019-05-06	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rw4	Last 4 weeks	2019-04-29	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rm1	Last month	2019-04-27	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rm2	Last 2 months	2019-03-28	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rm3	Last 3 months	2019-02-26	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
rm6	Last 6 months	2019-01-01	2019-05-26	SI	Slovenia	516	82	13859447	4679988	72362	8140
