region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
capital_region_of_denmark	Capital Region of Denmark	DK	Denmark	6806	1132	17692411	5102317	170660	38459
central_denmark_region	Central Denmark Region	DK	Denmark	6307	967	12289089	3537763	114948	26577
north_denmark_region	North Denmark Region	DK	Denmark	5417	819	4159362	1111224	39018	8737
region_of_southern_denmark	Region of Southern Denmark	DK	Denmark	6042	954	8608558	2527068	79199	17278
zealand_region	Zealand Region	DK	Denmark	5829	897	5609220	1516738	49294	11056
