audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BE	Belgium	9118	1842	45715757	17653683	291371	53555
m25_34	male (25-34)	BE	Belgium	10333	2011	41662620	16217383	280923	51298
f18_24	female (18-24)	BE	Belgium	9306	1889	40992545	15862340	239227	42494
f25_34	female (25-34)	BE	Belgium	10506	2071	32266565	12681474	206895	36733
m35_44	male (35-44)	BE	Belgium	10166	1971	29991700	11494359	207067	36428
f35_44	female (35-44)	BE	Belgium	10365	2030	24140478	9288074	160790	27810
m45_54	male (45-54)	BE	Belgium	9706	1895	23955468	8998528	175636	30622
f45_54	female (45-54)	BE	Belgium	9940	1961	21213746	8014423	152734	26372
f55_64	female (55-64)	BE	Belgium	8951	1825	18082707	6549248	144802	23536
m55_64	male (55-64)	BE	Belgium	8807	1783	16881062	6056130	137621	22291
f65_	female (65+)	BE	Belgium	8141	1658	12506131	4423630	110157	17319
m65_	male (65+)	BE	Belgium	8013	1617	10791921	3801091	95263	14998
f13_17	female (13-17)	BE	Belgium	1303	413	3262299	1260377	16247	2023
m13_17	male (13-17)	BE	Belgium	1270	396	2540949	993038	13276	1817
u35_44	unknown (35-44)	BE	Belgium	8084	1722	474456	178782	3361	569
u25_34	unknown (25-34)	BE	Belgium	7753	1703	414338	158087	2838	490
u45_54	unknown (45-54)	BE	Belgium	7313	1607	253246	93390	1938	322
u55_64	unknown (55-64)	BE	Belgium	5935	1438	141462	50768	1153	184
u18_24	unknown (18-24)	BE	Belgium	5783	1372	131223	48926	891	146
u65_	unknown (65+)	BE	Belgium	5284	1301	114263	40032	989	147
u13_17	unknown (13-17)	BE	Belgium	720	293	7596	2846	45	4
