audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m18_24	male (18-24)	BG	Bulgaria	2193	637	4290703	1728872	13417	1984
m25_34	male (25-34)	BG	Bulgaria	2418	699	3918613	1462538	14527	2244
f18_24	female (18-24)	BG	Bulgaria	2293	644	2754522	1142568	8824	1338
m35_44	male (35-44)	BG	Bulgaria	2394	688	2701670	958470	9630	1181
m45_54	male (45-54)	BG	Bulgaria	2336	654	2506195	875976	8647	826
f55_64	female (55-64)	BG	Bulgaria	2010	616	2198973	772249	8534	713
f45_54	female (45-54)	BG	Bulgaria	2470	668	1921074	699437	6822	740
f25_34	female (25-34)	BG	Bulgaria	2554	711	1864102	724323	7531	1138
m55_64	male (55-64)	BG	Bulgaria	1948	607	1772901	603583	6599	415
f35_44	female (35-44)	BG	Bulgaria	2517	691	1518973	562576	5926	784
f65_	female (65+)	BG	Bulgaria	1760	549	1403940	481686	6137	458
m65_	male (65+)	BG	Bulgaria	1737	547	953379	322153	3936	246
m13_17	male (13-17)	BG	Bulgaria	299	108	327033	144283	587	58
f13_17	female (13-17)	BG	Bulgaria	323	114	271560	118886	516	43
u35_44	unknown (35-44)	BG	Bulgaria	2030	605	40889	14819	165	26
u25_34	unknown (25-34)	BG	Bulgaria	2001	600	35349	13082	160	24
u45_54	unknown (45-54)	BG	Bulgaria	1817	536	16961	6159	71	11
u18_24	unknown (18-24)	BG	Bulgaria	1502	467	9614	3759	40	6
u65_	unknown (65+)	BG	Bulgaria	1240	435	7701	2630	34	2
u55_64	unknown (55-64)	BG	Bulgaria	1345	481	7361	2552	28	2
u13_17	unknown (13-17)	BG	Bulgaria	180	81	664	286	1	0
