advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	prague_CZ	Prague, Czechia	1762	1	2968205	721758	14792	3603
European Parliament		178362315106	Facebook	prague_CZ	Prague, Czechia	74	1	1886585	843624	9530	2805
TOP 09	TOP 09	90002267161	Facebook	prague_CZ	Prague, Czechia	25	1	1844633	730367	5741	1213
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	prague_CZ	Prague, Czechia	113	1	1752004	674223	7055	1852
HLAS	První prezidentská	320144481956623	Facebook	prague_CZ	Prague, Czechia	174	1	1109014	260307	3006	778
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	prague_CZ	Prague, Czechia	39	1	793456	229189	3510	806
Evropa společně	Evropa společně	535611970260854	Facebook	prague_CZ	Prague, Czechia	59	1	699473	258243	2597	577
Kialo		729627343834501	Facebook	prague_CZ	Prague, Czechia	354	1	665518	267397	4513	1115
European Commission		107898832590939	Facebook	prague_CZ	Prague, Czechia	13	1	584632	266427	2226	531
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	prague_CZ	Prague, Czechia	100	1	508312	167078	2468	72
European Greens		141366725876424	Facebook	prague_CZ	Prague, Czechia	31	1	481093	193812	2451	461
Jan Zahradil	ODS - Občanská demokratická strana	400970967000022	Facebook	prague_CZ	Prague, Czechia	34	1	449857	148620	1774	402
Gambrinus		146991996743	Facebook	prague_CZ	Prague, Czechia	3	1	401866	180185	3046	609
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	prague_CZ	Prague, Czechia	62	1	399847	130122	963	250
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	prague_CZ	Prague, Czechia	20	1	389058	110539	955	258
Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	prague_CZ	Prague, Czechia	20	1	384757	120753	921	295
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	prague_CZ	Prague, Czechia	58	1	375156	144066	1194	281
Roman Kriz	Kriz Roman	382745889213194	Facebook	prague_CZ	Prague, Czechia	159	1	310197	68936	1203	262
KDU-ČSL	KDU-ČSL	251656685576	Facebook	prague_CZ	Prague, Czechia	61	1	301267	121038	821	210
Andrej Babiš	ANO	214827221987263	Facebook	prague_CZ	Prague, Czechia	13	1	299289	136988	1108	258
Martin Hrubčík		253207085584079	Facebook	prague_CZ	Prague, Czechia	6	1	298873	59775	679	159
Tomáš Zdechovský		275042429350706	Facebook	prague_CZ	Prague, Czechia	24	1	293693	128973	1624	400
Pavel Poc	Poc Pavel	202974613060409	Facebook	prague_CZ	Prague, Czechia	19	1	268714	108486	649	175
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	prague_CZ	Prague, Czechia	12	1	232058	69382	1046	350
Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	prague_CZ	Prague, Czechia	33	1	193221	70796	753	248
