advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	w018	Week 18	DE	Germany	3170	1	20201886	5020666	209220	0
SPD	SPD	47930567748	Facebook	w018	Week 18	DE	Germany	1959	1	6062939	1241976	209290	4409
FDP	FDP	21289227249	Facebook	w018	Week 18	DE	Germany	181	1	5126544	1663617	23776	3059
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	w018	Week 18	DE	Germany	193	1	3036967	1075048	22599	3297
Kialo		729627343834501	Facebook	w018	Week 18	DE	Germany	56	1	1626088	536496	12382	3315
Greenpeace Deutschland		22541752487	Facebook	w018	Week 18	DE	Germany	172	1	1508546	538995	12760	1325
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	w018	Week 18	DE	Germany	21	1	1440133	575549	4237	899
Katarina Barley	SPD	1522202731410785	Facebook	w018	Week 18	DE	Germany	105	1	1224894	298999	11194	200
Campact e.V.		82734241364	Facebook	w018	Week 18	DE	Germany	17	1	1170137	502811	5300	1934
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	w018	Week 18	DE	Germany	432	1	1088567	262999	49367	1699
IG Metall	IG Metall	249296718436	Facebook	w018	Week 18	DE	Germany	12	1	1084989	460000	4438	1100
DIE LINKE	DIE LINKE	47694585682	Facebook	w018	Week 18	DE	Germany	69	1	1073650	379871	6221	418
European Parliament		178362315106	Facebook	w018	Week 18	DE	Germany	1	1	999990	499995	4998	999
Facebook	Facebook	197589525931	Facebook	w018	Week 18	DE	Germany	2	1	841378	420689	4206	841
FDP Bremen	FDP Bremen	152934608113175	Facebook	w018	Week 18	DE	Germany	201	1	798453	184552	12676	300
