country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	0_1k	0 - 1k	12062	3133	155034311	54606068	1130156	151996
FR	France	1k_5k	1k - 5k	285	110	73672253	33434316	684662	138258
FR	France	5k_10k	5k - 10k	16	14	4874853	2435732	49731	24523
FR	France	10k_50k	10k - 50k	1	1	35151	17575	1564	312
