gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m	male	AT	Austria	Harald Vilimsky		547597092025909	Facebook	179	1	10812407	4599430	101127	23799
m	male	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	670	1	9660120	3170632	73575	9781
m	male	AT	Austria	European Parliament		178362315106	Facebook	133	1	5970976	2467308	58570	15183
m	male	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	163	1	5568738	1776206	44203	8285
m	male	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	263	1	5558856	1895912	38441	6503
m	male	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	4493464	1805562	23885	7682
m	male	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1271	1	3907684	867908	83842	2603
m	male	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	72	1	3474806	1482644	21891	6005
m	male	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	96	1	2620292	827809	19543	3513
m	male	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	2552790	1047390	10638	3719
m	male	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	232	1	1942986	462631	25957	1982
m	male	AT	Austria	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	16	1	1354379	548238	2077	291
m	male	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	599	1	1330688	388439	17732	323
m	male	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	39	1	1159112	305444	3311	244
m	male	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	37	1	1132840	382271	4069	601
m	male	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	416	1	1106471	233877	32748	1047
m	male	AT	Austria	Johann Gudenus		104145976305577	Facebook	50	1	1087822	420201	6543	1066
m	male	AT	Austria	FPÖ	FPÖ	169051073236170	Facebook	16	1	1056495	454744	8376	2071
m	male	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	20	1	908072	381501	5424	1642
m	male	AT	Austria	Kialo		729627343834501	Facebook	354	1	892050	309506	5830	1423
m	male	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	23	1	841449	355874	9273	2521
m	male	AT	Austria	European Greens	European Greens	141366725876424	Facebook	18	1	794668	340654	4865	1167
m	male	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	71	1	777271	195140	4673	63
m	male	AT	Austria	FPÖ-Wien		146097669338683	Facebook	1	1	642633	321317	3212	642
m	male	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	33	1	642565	218700	4993	961
