advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
People's Vote UK	People's Vote	748608695327755	Facebook	rm3	Last 3 months	UK	United Kingdom	1037	1	39395407	14509071	511342	106807
Britain's Future	Britain's Future	1625300137516491	Facebook	rm3	Last 3 months	UK	United Kingdom	2327	1	33090921	9667558	463552	62776
The Labour Party	The Labour Party	25749647410	Facebook	rm3	Last 3 months	UK	United Kingdom	332	1	24085864	9852514	203447	45389
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rm3	Last 3 months	UK	United Kingdom	1019	1	20960106	7163181	263907	47251
Conservatives	The Conservative Party	8807334278	Facebook	rm3	Last 3 months	UK	United Kingdom	949	1	20487640	8103285	212002	30293
Best For Britain	Best for Britain	1863944713844924	Facebook	rm3	Last 3 months	UK	United Kingdom	240	1	17719096	7536008	183278	39438
38 Degrees	38 Degrees	200006375787	Facebook	rm3	Last 3 months	UK	United Kingdom	417	1	16535731	5830874	107299	16119
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	rm3	Last 3 months	UK	United Kingdom	1613	1	15017424	4555983	232433	12688
The Brexit Party	The Brexit Party	230416667843105	Facebook	rm3	Last 3 months	UK	United Kingdom	111	1	14407091	6734177	215420	60512
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rm3	Last 3 months	UK	United Kingdom	743	1	13364255	5048999	207781	40270
Right To Vote	Right to Vote	408236463256774	Facebook	rm3	Last 3 months	UK	United Kingdom	358	1	9471483	2390442	80531	12145
We are the 52%	We are the 52%	466744973727718	Facebook	rm3	Last 3 months	UK	United Kingdom	93	1	7404481	2753428	23275	3564
Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	rm3	Last 3 months	UK	United Kingdom	43	1	7399956	3171999	56421	11687
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	rm3	Last 3 months	UK	United Kingdom	93	1	5461413	2081370	39367	8771
UK government	UK government	408582579294175	Facebook	rm3	Last 3 months	UK	United Kingdom	12	1	5132282	2223575	58450	18554
TheArticle	TheArticle	607840469632004	Facebook	rm3	Last 3 months	UK	United Kingdom	26	1	5070969	2209998	42207	10414
School Cuts	National Education Union	871798409656672	Facebook	rm3	Last 3 months	UK	United Kingdom	157	1	4656843	1110000	45758	6943
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	rm3	Last 3 months	UK	United Kingdom	26	1	4394974	1910000	32718	6133
London Gov	the Greater London Authority	713179875369048	Facebook	rm3	Last 3 months	UK	United Kingdom	43	1	3823592	1673041	36721	7284
Mayor of London	the Greater London Authority	360322167647280	Facebook	rm3	Last 3 months	UK	United Kingdom	23	1	3606063	1492162	38487	7401
Avaaz	Avaaz	8340223883	Facebook	rm3	Last 3 months	UK	United Kingdom	24	1	3564974	1601999	22190	4975
Renew	Renew  Party	1923371311278106	Facebook	rm3	Last 3 months	UK	United Kingdom	170	1	3519922	833636	41758	6248
Asthma UK	Asthma UK	40952091012	Facebook	rm3	Last 3 months	UK	United Kingdom	14	1	3320986	1477000	27756	6133
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rm3	Last 3 months	UK	United Kingdom	8	1	2849992	1159999	5313	1735
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	rm3	Last 3 months	UK	United Kingdom	56	1	2819134	979280	20033	3827
