gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
u	unknown	FR	France	Greenpeace France		39435457457	Facebook	119	1	324278	145044	1583	368
u	unknown	FR	France	Médecins du Monde France		265420476920	Facebook	679	1	137973	43050	2314	159
u	unknown	FR	France	European Parliament		178362315106	Facebook	86	1	87217	38582	481	108
u	unknown	FR	France	UNICEF France		173159234432	Facebook	38	1	72108	28422	386	89
u	unknown	FR	France	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	56	1	71693	28680	414	80
u	unknown	FR	France	Le Monde		14892757589	Facebook	34	1	43210	16094	87	11
u	unknown	FR	France	Maplanèteverte	Ma Planète Verte	340654233462962	Facebook	58	1	43174	10048	401	58
u	unknown	FR	France	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	78	1	38481	10528	208	0
u	unknown	FR	France	Primes écologique		152399322377561	Facebook	19	1	37289	15498	433	92
u	unknown	FR	France	Kialo		729627343834501	Facebook	364	1	37224	14773	259	62
u	unknown	FR	France	La Prime Énergie		336155273400553	Facebook	27	1	32421	12759	290	64
u	unknown	FR	France	350.org		12185972707	Facebook	59	1	24714	5482	119	13
u	unknown	FR	France	Mon Homéo Mon Choix		1643185362449069	Facebook	27	1	23241	9227	208	44
u	unknown	FR	France	Make.org	Make.org	122037308191612	Facebook	46	1	23141	9926	216	48
u	unknown	FR	France	Les Energies du Soleil		1684031805239401	Facebook	14	1	22665	10058	264	79
u	unknown	FR	France	Agence Isolation Pour Tous		568528630290119	Facebook	23	1	20248	8352	249	58
u	unknown	FR	France	CIWF France	CIWF France	335868279790722	Facebook	5	1	18271	8506	238	56
u	unknown	FR	France	Ministère de l'Intérieur		103146727990	Facebook	21	1	17578	7174	104	23
u	unknown	FR	France	Céréal Bio & Céréal France		1636261843328359	Facebook	4	1	17321	6925	87	23
u	unknown	FR	France	foodwatch France		194934737335658	Facebook	14	1	17068	6029	205	39
u	unknown	FR	France	Aides énergétiques pour tous		789578834730248	Facebook	16	1	16823	6780	198	46
u	unknown	FR	France	Mes économies d'énergie		124948231440251	Facebook	11	1	16540	6388	177	35
u	unknown	FR	France	2 Min Ecologie		433170297221149	Facebook	67	1	16036	5459	183	32
u	unknown	FR	France	Saine Abondance		2106701562887023	Facebook	23	1	15636	6438	175	44
u	unknown	FR	France	Les Antagonistes		398415124026017	Facebook	2	1	15218	7590	152	75
u	unknown	FR	France	SECIB Immobilier		378027698975144	Facebook	23	1	13849	5115	171	49
u	unknown	FR	France	France Soleil		1928798227141536	Facebook	12	1	13669	6490	201	62
u	unknown	FR	France	Mon Energie Verte		252140872017180	Facebook	57	1	13619	4957	165	33
u	unknown	FR	France	Eclairelavie		475156612973063	Facebook	31	1	13157	4312	177	32
u	unknown	FR	France	Economiser Energie		286272318578056	Facebook	11	1	12481	4815	141	27
u	unknown	FR	France	Stop Impôt		1538720933075616	Facebook	11	1	11720	4562	87	29
u	unknown	FR	France	CCFD-Terre Solidaire		112547358788607	Facebook	9	1	11701	4563	58	19
u	unknown	FR	France	Plan International France		100707905881	Facebook	57	1	11658	2882	147	9
u	unknown	FR	France	Médecins Sans Frontières		154912951193067	Facebook	24	1	11429	3195	121	17
u	unknown	FR	France	National Geographic		106750996025532	Facebook	5	1	11112	5556	32	6
u	unknown	FR	France	Le 1		850828794934579	Facebook	21	1	10939	4205	24	0
u	unknown	FR	France	Unis pour les Droits Humains		1642871805813802	Facebook	19	1	10458	4139	9	0
u	unknown	FR	France	Surfrider Foundation Europe		41452575362	Facebook	9	1	10312	4569	30	4
u	unknown	FR	France	28 minutes		311595228873763	Facebook	2	1	10274	4489	15	3
u	unknown	FR	France	WWF-France	WWF-France	145392792632	Facebook	8	1	10078	3822	26	7
u	unknown	FR	France	Cerveau & Psycho		212434006141	Facebook	9	1	10077	2015	57	8
u	unknown	FR	France	Comment placer mon argent		2070600249840562	Facebook	4	1	10054	4671	56	22
u	unknown	FR	France	Éditions Edilivre		203451893026466	Facebook	2	1	9988	3802	3	0
u	unknown	FR	France	SOS Racisme		166294396737151	Facebook	1	1	9584	4792	95	47
u	unknown	FR	France	Santesano		316620582266150	Facebook	2	1	9459	4729	94	46
u	unknown	FR	France	Musée national de l'histoire de l'immigration		89756927592	Facebook	6	1	9250	3804	44	6
u	unknown	FR	France	Eco-systèmes		180995598634858	Facebook	4	1	9163	4581	45	22
u	unknown	FR	France	Dungeon Defenders		107960282569653	Facebook	124	1	8933	3725	28	3
u	unknown	FR	France	Transition Energétique		753069428230726	Facebook	10	1	8779	3381	90	21
u	unknown	FR	France	Simulation Energétique		562488297524492	Facebook	17	1	8617	3427	93	27
u	unknown	FR	France	Ultima Petfood France		223284707822128	Facebook	7	1	8535	3704	49	13
u	unknown	FR	France	Brief.eco		550490141980385	Facebook	9	1	8458	3045	62	17
u	unknown	FR	France	Socialter		121693529673	Facebook	54	1	8228	1609	150	2
u	unknown	FR	France	Ligue des droits de l'Homme		91187778160	Facebook	7	1	8028	3357	35	6
u	unknown	FR	France	Paris Première		140770432659757	Facebook	3	1	8011	4005	32	6
u	unknown	FR	France	Mairie de Toulouse		118107084316	Facebook	2	1	7875	3136	16	7
u	unknown	FR	France	Subventions énergétiques 2019	Primes Energetiques	1815507421886752	Facebook	94	1	7693	1760	88	7
u	unknown	FR	France	FHE Group		1241383025915322	Facebook	1	1	7668	3834	38	7
u	unknown	FR	France	European GNSS Agency		128217567344601	Facebook	1	1	7614	3807	38	7
u	unknown	FR	France	LIFE		167060196653670	Facebook	46	1	7500	1588	54	2
u	unknown	FR	France	Lidimo		2217464665186092	Facebook	5	1	7254	2789	73	17
u	unknown	FR	France	Campus protestant		2019076568379648	Facebook	13	1	7150	2857	39	6
u	unknown	FR	France	Festival Amnesty International Au Cinéma pour les Droits Humains		1263015460431177	Facebook	29	1	6993	2450	57	3
u	unknown	FR	France	Commission européenne en France		173257392750594	Facebook	3	1	6765	2572	14	5
u	unknown	FR	France	Enlysée		236570007032383	Facebook	35	1	6359	1736	111	0
u	unknown	FR	France	TÊTU		9217671290	Facebook	16	1	6293	1439	36	1
u	unknown	FR	France	European Commission		107898832590939	Facebook	5	1	6157	3078	30	6
u	unknown	FR	France	Spicee		1541412079456514	Facebook	16	1	5974	1256	30	0
