week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-19	15361	1929	151658828	47286498	1821996	109848
w019	Week 19	2019-05-06	2019-05-12	15299	117	991641740	88799364	5316605	155458
w018	Week 18	2019-04-29	2019-05-05	8248	79	500699068	47058463	2213268	85051
w017	Week 17	2019-04-22	2019-04-28	6668	65	579422880	54723692	2655146	99314
w016	Week 16	2019-04-15	2019-04-21	3908	53	280964830	26637984	1111398	21848
w015	Week 15	2019-04-08	2019-04-14	2091	62	232686511	22674684	1438782	27874
w014	Week 14	2019-04-01	2019-04-07	1350	50	122089059	11840027	970671	18842
w013	Week 13	2019-03-25	2019-03-31	800	43	48790627	4708075	424675	8940
w012	Week 12	2019-03-18	2019-03-24	531	32	23654131	2250208	110183	2621
