advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AMERISOFT SRL		AR573801583431647232	Google	1m_10m	1m - 10m	32	1	9632959	963295	481	0
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	1m_10m	1m - 10m	28	1	8428839	842883	421	0
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	1m_10m	1m - 10m	7	1	2107209	210720	105	0
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	1m_10m	1m - 10m	5	1	1505149	150514	75	0
CDA Doetinchem		AR453512812329697280	Google	1m_10m	1m - 10m	5	1	1505149	150514	75	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1m_10m	1m - 10m	5	1	1505149	150514	75	0
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	1m_10m	1m - 10m	4	1	1204119	120411	60	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	1m_10m	1m - 10m	2	1	602059	60205	30	0
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	1m_10m	1m - 10m	2	1	602059	60205	30	0
Slovenska demokratska stranka		AR170068335415787520	Google	1m_10m	1m - 10m	1	1	301029	30102	15	0
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1m_10m	1m - 10m	1	1	301029	30102	15	0
Partido Popular Regional De Canarias		AR288284801977286656	Google	1m_10m	1m - 10m	1	1	301029	30102	15	0
Strana nezávislosti České republiky		AR465054111008555008	Google	1m_10m	1m - 10m	1	1	301029	30102	15	0
