week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	CY	Cyprus	341	52	5502955	1712142	24701	1689
w019	Week 19	2019-05-06	2019-05-12	CY	Cyprus	346	66	7554771	2522615	33935	4020
w018	Week 18	2019-04-29	2019-05-05	CY	Cyprus	269	67	2721366	748491	8759	226
w017	Week 17	2019-04-22	2019-04-28	CY	Cyprus	206	67	1344424	394185	5650	248
w016	Week 16	2019-04-15	2019-04-21	CY	Cyprus	250	90	981216	287917	4036	58
w015	Week 15	2019-04-08	2019-04-14	CY	Cyprus	410	142	1350117	428514	5975	293
w014	Week 14	2019-04-01	2019-04-07	CY	Cyprus	393	151	1664441	527355	5805	288
w013	Week 13	2019-03-25	2019-03-31	CY	Cyprus	324	152	3057457	1178355	14626	2145
w012	Week 12	2019-03-18	2019-03-24	CY	Cyprus	272	117	1198084	445092	5992	795
w011	Week 11	2019-03-11	2019-03-17	CY	Cyprus	179	79	1175634	392261	4759	373
w010	Week 10	2019-03-04	2019-03-10	CY	Cyprus	148	76	1110871	403632	3951	234
w009	Week 9	2019-02-25	2019-03-03	CY	Cyprus	86	44	340745	95802	919	13
w008	Week 8	2019-02-18	2019-02-24	CY	Cyprus	48	27	209966	57582	680	55
w007	Week 7	2019-02-11	2019-02-17	CY	Cyprus	37	21	72277	15134	156	4
w006	Week 6	2019-02-04	2019-02-10	CY	Cyprus	30	15	16798	8183	82	17
w005	Week 5	2019-01-28	2019-02-03	CY	Cyprus	49	18	36392	14241	111	38
w004	Week 4	2019-01-21	2019-01-27	CY	Cyprus	39	18	18789	8797	83	8
w003	Week 3	2019-01-14	2019-01-20	CY	Cyprus	28	14	7249	3295	48	7
w002	Week 2	2019-01-07	2019-01-13	CY	Cyprus	24	13	6849	3240	48	8
w001	Week 1	2019-01-01	2019-01-06	CY	Cyprus	20	8	2357	1008	16	1
