advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	balearic_islands	Balearic Islands	ES	Spain	129	1	2327706	1033159	12297	2757
Ciudadanos	Ciudadanos	74078667754	Facebook	balearic_islands	Balearic Islands	ES	Spain	182	1	2033487	522837	12739	511
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	balearic_islands	Balearic Islands	ES	Spain	67	1	2015544	532517	8051	732
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	balearic_islands	Balearic Islands	ES	Spain	37	1	1274085	319858	8045	1097
Partido Popular	Partido Popular	72249031214	Facebook	balearic_islands	Balearic Islands	ES	Spain	669	1	1194411	283675	10704	137
Més Per Menorca	Més per Menorca	787267558020320	Facebook	balearic_islands	Balearic Islands	ES	Spain	40	1	121897	24942	1565	0
Eleuterio moreno Diaz		287766158269697	Facebook	balearic_islands	Balearic Islands	ES	Spain	6	1	121328	29571	555	0
Francina Armengol Socias	PSIB-PSOE	343166605810231	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	104997	21000	297	0
PSOE Palma	PSOE Palma	366167016874721	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	69997	20000	297	0
Ara Eivissa	Jose Sanchez Rubiño	478096949345707	Facebook	balearic_islands	Balearic Islands	ES	Spain	15	1	60958	16996	1483	0
PSIB	PSIB-PSOE	182797475074265	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	59998	15000	598	100
Gloria Santiago		229096101100703	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49999	10000	99	0
Escuela de Turismo		673215702823765	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	46196	9239	91	0
PODEM Llucmajor	Eduardo Eugenio Zúñiga Solari	1414978035452905	Facebook	balearic_islands	Balearic Islands	ES	Spain	16	1	37984	11000	1584	0
Juan Pedro Yllanes	Podem Illes Balears	514070155440534	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	29996	12000	396	0
Populars Eivissa	Armando Tur Molina 	227979920592904	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	24996	8000	396	0
European Parliament		178362315106	Facebook	balearic_islands	Balearic Islands	ES	Spain	98	1	24186	11316	61	15
Argus Energy Systems		207018320180194	Facebook	balearic_islands	Balearic Islands	ES	Spain	7	1	22993	4000	693	0
Llibertat Llucmajor	Alexandro Gaffar	332236716900076	Facebook	balearic_islands	Balearic Islands	ES	Spain	5	1	20990	3999	494	0
VOX Ibiza y Formentera		2257092477865669	Facebook	balearic_islands	Balearic Islands	ES	Spain	9	1	18997	3000	692	0
PSOE	PSOE	189318235003	Facebook	balearic_islands	Balearic Islands	ES	Spain	314	1	15175	6122	43	7
Josep Melià Ques	El Pi - Proposta per les Illes Balears	661732003933320	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	14998	6000	198	0
Greenpeace España	Greenpeace España	133044800622	Facebook	balearic_islands	Balearic Islands	ES	Spain	175	1	12326	4764	44	7
Grup D'acció Local De Pesca Menorca	Grup d'Acció Local de Pesca Menorca	196813324152129	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	12266	2253	322	0
Sergi Servera - Gent x Ciutadella  Unidas Podemos		1394447374153357	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	10998	5000	198	0
