gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	LV	Latvia	342	56	6522251	2294307	28141	2781
m	male	LV	Latvia	300	56	4789027	1641311	19180	2045
u	unknown	LV	Latvia	259	55	25095	8877	100	11
