day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d133	2019-05-13	SK	Slovakia	2022	132	2974500	889268	29327	1490
d132	2019-05-12	SK	Slovakia	2158	147	5038832	1704242	40175	3392
d131	2019-05-11	SK	Slovakia	2114	153	5414252	1939851	37684	4652
d130	2019-05-10	SK	Slovakia	2077	152	5040509	1756401	36132	4670
d129	2019-05-09	SK	Slovakia	1982	149	4312049	1407956	30742	3227
d128	2019-05-08	SK	Slovakia	1911	143	3247664	1034422	26498	2579
d127	2019-05-07	SK	Slovakia	1879	139	4036676	1454385	29262	3410
d126	2019-05-06	SK	Slovakia	1791	133	3323474	1158741	25935	2997
d125	2019-05-05	SK	Slovakia	1732	134	2891751	955140	22105	2039
d124	2019-05-04	SK	Slovakia	1654	135	3555235	1323585	23709	2518
d123	2019-05-03	SK	Slovakia	1743	147	3823694	1314434	26639	1953
d122	2019-05-02	SK	Slovakia	1721	145	3999087	1369766	27553	2202
d121	2019-05-01	SK	Slovakia	1759	142	3411760	1198362	21632	1867
d120	2019-04-30	SK	Slovakia	1967	144	3263276	1071628	23044	1817
d119	2019-04-29	SK	Slovakia	1961	139	4542360	1569583	26384	2273
d118	2019-04-28	SK	Slovakia	1834	133	2905703	1035194	19203	2003
d117	2019-04-27	SK	Slovakia	1826	135	2849558	996541	18941	1917
d116	2019-04-26	SK	Slovakia	1613	139	2581706	925845	18592	1953
d115	2019-04-25	SK	Slovakia	829	140	1660682	520528	10857	1094
d114	2019-04-24	SK	Slovakia	738	131	984418	314004	7101	612
d113	2019-04-23	SK	Slovakia	623	133	1045085	332294	5051	578
d112	2019-04-22	SK	Slovakia	577	129	783847	234099	5374	421
d111	2019-04-21	SK	Slovakia	591	130	852661	284050	4461	510
d110	2019-04-20	SK	Slovakia	575	134	858748	284600	4742	535
d109	2019-04-19	SK	Slovakia	608	149	1093962	339211	5719	518
d108	2019-04-18	SK	Slovakia	601	151	858805	270550	5384	450
d107	2019-04-17	SK	Slovakia	539	145	624740	213302	3414	357
d106	2019-04-16	SK	Slovakia	544	154	623262	209590	3173	352
d105	2019-04-15	SK	Slovakia	598	159	563844	187357	2943	323
d104	2019-04-14	SK	Slovakia	550	160	403521	140385	2243	164
d103	2019-04-13	SK	Slovakia	528	165	988264	359084	3274	661
d102	2019-04-12	SK	Slovakia	600	179	667988	229072	3218	209
d101	2019-04-11	SK	Slovakia	547	181	759545	275578	3509	196
d100	2019-04-10	SK	Slovakia	518	183	513320	150387	2669	143
d099	2019-04-09	SK	Slovakia	515	189	473182	140860	2625	193
d098	2019-04-08	SK	Slovakia	510	194	588923	171489	3522	274
d097	2019-04-07	SK	Slovakia	492	181	503582	151381	2656	187
d096	2019-04-06	SK	Slovakia	477	184	491271	142412	2345	188
d095	2019-04-05	SK	Slovakia	481	185	704787	201458	3082	257
d094	2019-04-04	SK	Slovakia	407	168	669614	208161	3663	417
d093	2019-04-03	SK	Slovakia	362	155	505965	155185	3050	252
d092	2019-04-02	SK	Slovakia	310	140	551044	167269	2889	280
d091	2019-04-01	SK	Slovakia	283	122	453014	141703	2955	275
d090	2019-03-31	SK	Slovakia	298	122	398588	134494	2650	271
d089	2019-03-30	SK	Slovakia	303	123	473096	180969	3049	377
d088	2019-03-29	SK	Slovakia	329	134	577420	202008	3780	477
d087	2019-03-28	SK	Slovakia	318	120	368439	131425	2683	314
d086	2019-03-27	SK	Slovakia	299	110	339773	121488	2093	195
d085	2019-03-26	SK	Slovakia	281	104	260639	85011	1615	157
d084	2019-03-25	SK	Slovakia	262	112	305196	93626	1455	144
d083	2019-03-24	SK	Slovakia	274	113	417015	125024	1744	123
d082	2019-03-23	SK	Slovakia	284	120	454957	153217	2063	190
d081	2019-03-22	SK	Slovakia	301	130	441340	143071	2501	173
d080	2019-03-21	SK	Slovakia	256	116	349872	130968	1634	115
d079	2019-03-20	SK	Slovakia	234	99	310483	114418	1327	62
d078	2019-03-19	SK	Slovakia	227	93	1391727	628008	6378	1060
d077	2019-03-18	SK	Slovakia	241	88	423863	148588	2390	161
d076	2019-03-17	SK	Slovakia	172	72	187698	70196	973	73
d075	2019-03-16	SK	Slovakia	170	71	240294	76178	1188	71
d074	2019-03-15	SK	Slovakia	165	69	180000	64491	880	69
d073	2019-03-14	SK	Slovakia	130	60	190879	78148	731	122
d072	2019-03-13	SK	Slovakia	137	64	328376	132151	1115	199
d071	2019-03-12	SK	Slovakia	147	66	429109	160229	2152	210
d070	2019-03-11	SK	Slovakia	152	67	507616	200576	2436	264
d069	2019-03-10	SK	Slovakia	135	64	448001	184128	1486	259
d068	2019-03-09	SK	Slovakia	138	69	463011	191695	1659	238
d067	2019-03-08	SK	Slovakia	145	72	297086	123158	2097	146
d066	2019-03-07	SK	Slovakia	117	50	249080	100431	1588	181
d065	2019-03-06	SK	Slovakia	126	45	115824	38465	1232	81
d064	2019-03-05	SK	Slovakia	138	42	93326	30844	519	23
d063	2019-03-04	SK	Slovakia	100	42	217322	55561	1074	90
d062	2019-03-03	SK	Slovakia	92	38	168741	47053	1293	84
d061	2019-03-02	SK	Slovakia	90	38	131021	36395	1110	81
d060	2019-03-01	SK	Slovakia	85	37	97433	30092	466	14
d059	2019-02-28	SK	Slovakia	114	38	144069	41066	726	18
d058	2019-02-27	SK	Slovakia	115	38	130654	37286	742	18
d057	2019-02-26	SK	Slovakia	105	37	124696	37781	607	19
d056	2019-02-25	SK	Slovakia	96	36	120439	36187	513	20
d055	2019-02-24	SK	Slovakia	76	28	52182	19887	210	17
d054	2019-02-23	SK	Slovakia	81	33	70000	24948	288	18
d053	2019-02-22	SK	Slovakia	82	34	85863	32883	352	34
d052	2019-02-21	SK	Slovakia	80	31	73068	25882	247	27
d051	2019-02-20	SK	Slovakia	82	31	82891	26454	341	21
d050	2019-02-19	SK	Slovakia	84	33	66953	22218	302	17
d049	2019-02-18	SK	Slovakia	82	31	85301	31392	386	34
d048	2019-02-17	SK	Slovakia	76	28	63550	21550	232	17
d047	2019-02-16	SK	Slovakia	73	26	51171	19069	262	17
d046	2019-02-15	SK	Slovakia	69	22	51011	18999	262	17
d045	2019-02-14	SK	Slovakia	67	22	53522	19500	274	18
d044	2019-02-13	SK	Slovakia	62	22	51125	18996	219	17
d043	2019-02-12	SK	Slovakia	63	23	54939	20620	252	19
d042	2019-02-11	SK	Slovakia	64	22	72268	24566	305	17
d041	2019-02-10	SK	Slovakia	57	20	86049	27208	309	17
d040	2019-02-09	SK	Slovakia	58	22	100257	34662	361	32
d039	2019-02-08	SK	Slovakia	54	22	65159	22133	217	17
d038	2019-02-07	SK	Slovakia	61	23	78795	27913	433	43
d037	2019-02-06	SK	Slovakia	60	27	72137	24844	235	19
d036	2019-02-05	SK	Slovakia	48	21	53091	20456	213	17
d035	2019-02-04	SK	Slovakia	45	23	63992	22629	201	17
d034	2019-02-03	SK	Slovakia	41	21	87339	27065	237	17
d033	2019-02-02	SK	Slovakia	44	22	112563	32563	292	17
d032	2019-02-01	SK	Slovakia	39	19	57603	19210	123	13
d031	2019-01-31	SK	Slovakia	49	19	75969	20635	292	20
d030	2019-01-30	SK	Slovakia	48	20	72705	19741	285	15
d029	2019-01-29	SK	Slovakia	47	18	71980	19401	245	17
d028	2019-01-28	SK	Slovakia	48	17	33711	11019	180	14
d027	2019-01-27	SK	Slovakia	35	14	33283	10902	176	14
d026	2019-01-26	SK	Slovakia	34	15	32741	10820	135	14
d025	2019-01-25	SK	Slovakia	34	16	32990	11143	131	14
d024	2019-01-24	SK	Slovakia	34	16	33545	11420	139	13
d023	2019-01-23	SK	Slovakia	33	15	26817	10155	107	14
d022	2019-01-22	SK	Slovakia	35	15	26850	10243	109	14
