country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	f	female	5765	1253	132166058	55049348	274928	60072
RO	Romania	m	male	5588	1232	166973849	69710503	355774	77966
RO	Romania	u	unknown	4921	1126	407910	166642	1123	240
