recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-19	2019-05-19	IE	Ireland	124	57	691843	205919	7283	418
rd2	Last 2 days	2019-05-18	2019-05-19	IE	Ireland	125	57	1582636	504803	12789	1086
rd3	Last 3 days	2019-05-17	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rd4	Last 4 days	2019-05-16	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rd5	Last 5 days	2019-05-15	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rd6	Last 6 days	2019-05-14	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rw1	Last week	2019-05-13	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rw2	Last 2 weeks	2019-05-06	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rw3	Last 3 weeks	2019-04-29	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rw4	Last 4 weeks	2019-04-22	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rm1	Last month	2019-04-20	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rm2	Last 2 months	2019-03-21	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rm3	Last 3 months	2019-02-19	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
rm6	Last 6 months	2019-01-01	2019-05-19	IE	Ireland	127	57	2210628	724309	16310	1704
